,label_ko,class2,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name,class3,class4,comment
1179,매출원가,,20210701-20210930,921759829302.0,20221111000310,분기보고서 (2022.09),20221111,2022-11-11,042660,111704,한화오션,,,
1180,판매비와관리비,,20210701-20210930,56900907291.0,20221111000310,분기보고서 (2022.09),20221111,2022-11-11,042660,111704,한화오션,,,
1181,기본주당이익(손실),기본주당이익(손실),20210701-20210930,-564.0,20221111000310,분기보고서 (2022.09),20221111,2022-11-11,042660,111704,한화오션,,,
1182,매출원가,,20210101-20210930,4230859527249.0,20221111000310,분기보고서 (2022.09),20221111,2022-11-11,042660,111704,한화오션,,,
1183,판매비와관리비,,20210101-20210930,139324954324.0,20221111000310,분기보고서 (2022.09),20221111,2022-11-11,042660,111704,한화오션,,,
1184,기본주당이익(손실),기본주당이익(손실),20210101-20210930,-12300.0,20221111000310,분기보고서 (2022.09),20221111,2022-11-11,042660,111704,한화오션,,,
1197,매출원가,,20220101-20220331,1659893536165.0,20220516002442,분기보고서 (2022.03),20220516,2022-05-16,042660,111704,한화오션,,,
1198,판매비와관리비,,20220101-20220331,55662481180.0,20220516002442,분기보고서 (2022.03),20220516,2022-05-16,042660,111704,한화오션,,,
1199,기본주당이익(손실),기본주당이익(손실),20220101-20220331,-4641.0,20220516002442,분기보고서 (2022.03),20220516,2022-05-16,042660,111704,한화오션,,,
1200,매출원가,,20210101-20210331,1280663334010.0,20220516002442,분기보고서 (2022.03),20220516,2022-05-16,042660,111704,한화오션,,,
1201,판매비와관리비,,20210101-20210331,33995827009.0,20220516002442,분기보고서 (2022.03),20220516,2022-05-16,042660,111704,한화오션,,,
1202,기본주당이익(손실),기본주당이익(손실),20210101-20210331,-2244.0,20220516002442,분기보고서 (2022.03),20220516,2022-05-16,042660,111704,한화오션,,,
1203,영업이익,,20230701-20230930,321933000000.0,20231114001331,분기보고서 (2023.09),20231114,2023-11-14,030200,190321,케이티,,,
1204,영업이익,,20230101-20230930,1384146000000.0,20231114001331,분기보고서 (2023.09),20231114,2023-11-14,030200,190321,케이티,,,
1205,영업이익,,20220701-20220930,452882000000.0,20231114001331,분기보고서 (2023.09),20231114,2023-11-14,030200,190321,케이티,,,
1206,영업이익,,20220101-20220930,1538672000000.0,20231114001331,분기보고서 (2023.09),20231114,2023-11-14,030200,190321,케이티,,,
1211,영업이익,,20230101-20230331,486105000000.0,20230515002418,분기보고서 (2023.03),20230515,2023-05-15,030200,190321,케이티,,,
1212,영업이익,,20220101-20220331,626619000000.0,20230515002418,분기보고서 (2023.03),20230515,2023-05-15,030200,190321,케이티,,,
1216,영업이익,,20220701-20220930,452882000000.0,20221114002178,분기보고서 (2022.09),20221114,2022-11-14,030200,190321,케이티,,,
1217,영업이익,,20220101-20220930,1538672000000.0,20221114002178,분기보고서 (2022.09),20221114,2022-11-14,030200,190321,케이티,,,
1218,영업이익,,20210701-20210930,382396000000.0,20221114002178,분기보고서 (2022.09),20221114,2022-11-14,030200,190321,케이티,,,
1219,영업이익,,20210101-20210930,1302431000000.0,20221114002178,분기보고서 (2022.09),20221114,2022-11-14,030200,190321,케이티,,,
1224,영업이익,,20220101-20220331,626619000000.0,20220516002517,분기보고서 (2022.03),20220516,2022-05-16,030200,190321,케이티,,,
1225,영업이익,,20210101-20210331,444155000000.0,20220516002517,분기보고서 (2022.03),20220516,2022-05-16,030200,190321,케이티,,,
1226,매출원가,,20230701-20230930,1838803349480.0,20231114002370,분기보고서 (2023.09),20231114,2023-11-14,010140,126478,삼성중공업,,,
1227,판매비와관리비,,20230701-20230930,110752697764.0,20231114002370,분기보고서 (2023.09),20231114,2023-11-14,010140,126478,삼성중공업,,,
1228,매출원가,,20230101-20230930,5128362990963.0,20231114002370,분기보고서 (2023.09),20231114,2023-11-14,010140,126478,삼성중공업,,,
1229,판매비와관리비,,20230101-20230930,293560199084.0,20231114002370,분기보고서 (2023.09),20231114,2023-11-14,010140,126478,삼성중공업,,,
1230,매출원가,,20220701-20220930,1470457927412.0,20231114002370,분기보고서 (2023.09),20231114,2023-11-14,010140,126478,삼성중공업,,,
1231,판매비와관리비,,20220701-20220930,97589925183.0,20231114002370,분기보고서 (2023.09),20231114,2023-11-14,010140,126478,삼성중공업,,,
1232,매출원가,,20220101-20220930,4542988346036.0,20231114002370,분기보고서 (2023.09),20231114,2023-11-14,010140,126478,삼성중공업,,,
1233,판매비와관리비,,20220101-20220930,285702021870.0,20231114002370,분기보고서 (2023.09),20231114,2023-11-14,010140,126478,삼성중공업,,,
1242,매출원가,,20230101-20230331,1496189699908.0,20230515002381,분기보고서 (2023.03),20230515,2023-05-15,010140,126478,삼성중공업,,,
1243,판매비와관리비,,20230101-20230331,89305201149.0,20230515002381,분기보고서 (2023.03),20230515,2023-05-15,010140,126478,삼성중공업,,,
1244,매출원가,,20220101-20220331,1472935545138.0,20230515002381,분기보고서 (2023.03),20230515,2023-05-15,010140,126478,삼성중공업,,,
1245,판매비와관리비,,20220101-20220331,105818778916.0,20230515002381,분기보고서 (2023.03),20230515,2023-05-15,010140,126478,삼성중공업,,,
1255,매출원가,,20220701-20220930,1470457927412.0,20221114002294,분기보고서 (2022.09),20221114,2022-11-14,010140,126478,삼성중공업,,,
1256,판매비와관리비,,20220701-20220930,97589925183.0,20221114002294,분기보고서 (2022.09),20221114,2022-11-14,010140,126478,삼성중공업,,,
1257,매출원가,,20220101-20220930,4542988346036.0,20221114002294,분기보고서 (2022.09),20221114,2022-11-14,010140,126478,삼성중공업,,,
1258,판매비와관리비,,20220101-20220930,285702021870.0,20221114002294,분기보고서 (2022.09),20221114,2022-11-14,010140,126478,삼성중공업,,,
1259,매출원가,,20210701-20210930,1378335756874.0,20221114002294,분기보고서 (2022.09),20221114,2022-11-14,010140,126478,삼성중공업,,,
1260,판매비와관리비,,20210701-20210930,217265589553.0,20221114002294,분기보고서 (2022.09),20221114,2022-11-14,010140,126478,삼성중공업,,,
1261,매출원가,,20210101-20210930,5377036969888.0,20221114002294,분기보고서 (2022.09),20221114,2022-11-14,010140,126478,삼성중공업,,,
1262,판매비와관리비,,20210101-20210930,453326917553.0,20221114002294,분기보고서 (2022.09),20221114,2022-11-14,010140,126478,삼성중공업,,,
1271,매출원가,,20220101-20220331,1472935545138.0,20220516002175,분기보고서 (2022.03),20220516,2022-05-16,010140,126478,삼성중공업,,,
1272,판매비와관리비,,20220101-20220331,105818778916.0,20220516002175,분기보고서 (2022.03),20220516,2022-05-16,010140,126478,삼성중공업,,,
1273,매출원가,,20210101-20210331,1959751904344.0,20220516002175,분기보고서 (2022.03),20220516,2022-05-16,010140,126478,삼성중공업,,,
1274,판매비와관리비,,20210101-20210331,121643868238.0,20220516002175,분기보고서 (2022.03),20220516,2022-05-16,010140,126478,삼성중공업,,,
1275,매출원가,,20230701-20230930,4328188741345.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1276,매출총이익,,20230701-20230930,435392453964.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1277,영업이익,,20230701-20230930,183430623977.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1278,매출원가,,20230101-20230930,11944305907466.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1279,매출총이익,,20230101-20230930,1102346095834.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1280,영업이익,,20230101-20230930,347134195537.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1281,매출원가,,20220701-20220930,4675459253156.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1282,매출총이익,,20220701-20220930,711915738491.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1283,영업이익,,20220701-20220930,444799269267.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1284,매출원가,,20220101-20220930,11200473888948.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1285,매출총이익,,20220101-20220930,1841219217516.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1286,영업이익,,20220101-20220930,1101768629067.0,20231109000315,분기보고서 (2023.09),20231109,2023-11-09,011070,105961,LG이노텍,,,
1299,매출원가,,20230101-20230331,3975717491780.0,20230515001372,분기보고서 (2023.03),20230515,2023-05-15,011070,105961,LG이노텍,,,
1300,매출총이익,,20230101-20230331,400144609778.0,20230515001372,분기보고서 (2023.03),20230515,2023-05-15,011070,105961,LG이노텍,,,
1301,영업이익,,20230101-20230331,145343912758.0,20230515001372,분기보고서 (2023.03),20230515,2023-05-15,011070,105961,LG이노텍,,,
1302,매출원가,,20220101-20220331,3363364967072.0,20230515001372,분기보고서 (2023.03),20230515,2023-05-15,011070,105961,LG이노텍,,,
1303,매출총이익,,20220101-20220331,588370534209.0,20230515001372,분기보고서 (2023.03),20230515,2023-05-15,011070,105961,LG이노텍,,,
1304,영업이익,,20220101-20220331,367057056802.0,20230515001372,분기보고서 (2023.03),20230515,2023-05-15,011070,105961,LG이노텍,,,
1314,매출원가,,20220701-20220930,4675459253156.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1315,매출총이익,,20220701-20220930,711915738491.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1316,영업이익,,20220701-20220930,444799269267.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1317,매출원가,,20220101-20220930,11200473888948.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1318,매출총이익,,20220101-20220930,1841219217516.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1319,영업이익,,20220101-20220930,1101768629067.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1320,매출원가,,20210701-20210930,3258145175204.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1321,매출총이익,,20210701-20210930,539443514290.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1322,영업이익,,20210701-20210930,335702166599.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1323,매출원가,,20210101-20210930,7851789971461.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1324,매출총이익,,20210101-20210930,1370763944563.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1325,영업이익,,20210101-20210930,834456181520.0,20221114001040,분기보고서 (2022.09),20221114,2022-11-14,011070,105961,LG이노텍,,,
1338,매출원가,,20220101-20220331,3363364967072.0,20220516001203,분기보고서 (2022.03),20220516,2022-05-16,011070,105961,LG이노텍,,,
1339,매출총이익,,20220101-20220331,588370534209.0,20220516001203,분기보고서 (2022.03),20220516,2022-05-16,011070,105961,LG이노텍,,,
1340,영업이익,,20220101-20220331,367057056802.0,20220516001203,분기보고서 (2022.03),20220516,2022-05-16,011070,105961,LG이노텍,,,
1341,매출원가,,20210101-20210331,2561762204468.0,20220516001203,분기보고서 (2022.03),20220516,2022-05-16,011070,105961,LG이노텍,,,
1342,매출총이익,,20210101-20210331,508489981976.0,20220516001203,분기보고서 (2022.03),20220516,2022-05-16,011070,105961,LG이노텍,,,
1343,영업이익,,20210101-20210331,346822941339.0,20220516001203,분기보고서 (2022.03),20220516,2022-05-16,011070,105961,LG이노텍,,,
1344,매출원가,,20230701-20230930,5822826542571.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1345,매출총이익,,20230701-20230930,507306036894.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1346,판매비와관리비,,20230701-20230930,123069326094.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1347,영업이익,,20230701-20230930,384236710800.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1348,매출원가,,20230101-20230930,17595244528390.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1349,매출총이익,,20230101-20230930,1570546920080.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1350,판매비와관리비,,20230101-20230930,367175522091.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1351,영업이익,,20230101-20230930,1203371397989.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1352,매출원가,,20220701-20220930,6414869525320.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1353,매출총이익,,20220701-20220930,599264096211.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1354,판매비와관리비,,20220701-20220930,121202637557.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1355,영업이익,,20220701-20220930,478061458654.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1356,매출원가,,20220101-20220930,18486624887241.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1357,매출총이익,,20220101-20220930,1683634726335.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1358,판매비와관리비,,20220101-20220930,330775931023.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1359,영업이익,,20220101-20220930,1352858795312.0,20231114001761,분기보고서 (2023.09),20231114,2023-11-14,086280,360595,현대글로비스,,,
1376,매출원가,,20230101-20230331,5780525102176.0,20230515002320,분기보고서 (2023.03),20230515,2023-05-15,086280,360595,현대글로비스,,,
1377,매출총이익,,20230101-20230331,520309837438.0,20230515002320,분기보고서 (2023.03),20230515,2023-05-15,086280,360595,현대글로비스,,,
1378,판매비와관리비,,20230101-20230331,113739409822.0,20230515002320,분기보고서 (2023.03),20230515,2023-05-15,086280,360595,현대글로비스,,,
1379,영업이익,,20230101-20230331,406570427616.0,20230515002320,분기보고서 (2023.03),20230515,2023-05-15,086280,360595,현대글로비스,,,
1380,매출원가,,20220101-20220331,5765066888982.0,20230515002320,분기보고서 (2023.03),20230515,2023-05-15,086280,360595,현대글로비스,,,
1381,매출총이익,,20220101-20220331,528119846933.0,20230515002320,분기보고서 (2023.03),20230515,2023-05-15,086280,360595,현대글로비스,,,
1382,판매비와관리비,,20220101-20220331,101809935154.0,20230515002320,분기보고서 (2023.03),20230515,2023-05-15,086280,360595,현대글로비스,,,
1383,영업이익,,20220101-20220331,426309911779.0,20230515002320,분기보고서 (2023.03),20230515,2023-05-15,086280,360595,현대글로비스,,,
1396,매출원가,,20220701-20220930,6414869525320.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1397,매출총이익,,20220701-20220930,599264096211.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1398,판매비와관리비,,20220701-20220930,121202637557.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1399,영업이익,,20220701-20220930,478061458654.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1400,매출원가,,20220101-20220930,18486624887241.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1401,매출총이익,,20220101-20220930,1683634726335.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1402,판매비와관리비,,20220101-20220930,330775931023.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1403,영업이익,,20220101-20220930,1352858795312.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1404,매출원가,,20210701-20210930,4995248828389.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1405,매출총이익,,20210701-20210930,408821152032.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1406,판매비와관리비,,20210701-20210930,93841564162.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1407,영업이익,,20210701-20210930,314979587870.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1408,매출원가,,20210101-20210930,14871832033290.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1409,매출총이익,,20210101-20210930,1064026302033.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1410,판매비와관리비,,20210101-20210930,262883040211.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1411,영업이익,,20210101-20210930,801143261822.0,20221114001667,분기보고서 (2022.09),20221114,2022-11-14,086280,360595,현대글로비스,,,
1428,매출원가,,20220101-20220331,5765066888982.0,20220516002599,분기보고서 (2022.03),20220516,2022-05-16,086280,360595,현대글로비스,,,
1429,매출총이익,,20220101-20220331,528119846933.0,20220516002599,분기보고서 (2022.03),20220516,2022-05-16,086280,360595,현대글로비스,,,
1430,판매비와관리비,,20220101-20220331,101809935154.0,20220516002599,분기보고서 (2022.03),20220516,2022-05-16,086280,360595,현대글로비스,,,
1431,영업이익,,20220101-20220331,426309911779.0,20220516002599,분기보고서 (2022.03),20220516,2022-05-16,086280,360595,현대글로비스,,,
1432,매출원가,,20210101-20210331,4778371532432.0,20220516002599,분기보고서 (2022.03),20220516,2022-05-16,086280,360595,현대글로비스,,,
1433,매출총이익,,20210101-20210331,286186303595.0,20220516002599,분기보고서 (2022.03),20220516,2022-05-16,086280,360595,현대글로비스,,,
1434,판매비와관리비,,20210101-20210331,76902881073.0,20220516002599,분기보고서 (2022.03),20220516,2022-05-16,086280,360595,현대글로비스,,,
1435,영업이익,,20210101-20210331,209283422522.0,20220516002599,분기보고서 (2022.03),20220516,2022-05-16,086280,360595,현대글로비스,,,
1436,기본주당이익(손실),기본주당이익(손실),20230701-20230930,3317.0,20231115000112,[기재정정]분기보고서 (2023.09),20231115,2023-11-15,402340,1596425,SK스퀘어,,,
1437,기본주당이익(손실),기본주당이익(손실),20230101-20230930,-5475.0,20231115000112,[기재정정]분기보고서 (2023.09),20231115,2023-11-15,402340,1596425,SK스퀘어,,,
1438,기본주당이익(손실),기본주당이익(손실),20220701-20220930,1442.0,20231115000112,[기재정정]분기보고서 (2023.09),20231115,2023-11-15,402340,1596425,SK스퀘어,,,
1439,기본주당이익(손실),기본주당이익(손실),20220101-20220930,7920.0,20231115000112,[기재정정]분기보고서 (2023.09),20231115,2023-11-15,402340,1596425,SK스퀘어,,,
1440,매출원가,,20230701-20230930,2214447875171.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1441,매출총이익,,20230701-20230930,263664653212.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1442,판매비와관리비,,20230701-20230930,110222822350.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1443,영업이익,,20230701-20230930,153441830862.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1444,매출원가,,20230101-20230930,6758801958915.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1445,매출총이익,,20230101-20230930,1038649784605.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1446,판매비와관리비,,20230101-20230930,315370984559.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1447,영업이익,,20230101-20230930,723278800046.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1448,매출원가,,20220701-20220930,2207264282892.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1449,매출총이익,,20220701-20220930,250675868601.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1450,판매비와관리비,,20220701-20220930,90138194943.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1451,영업이익,,20220701-20220930,160537673658.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1452,매출원가,,20220101-20220930,6355074448540.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1453,매출총이익,,20220101-20220930,759639919745.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1454,판매비와관리비,,20220101-20220930,271242748242.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1455,영업이익,,20220101-20220930,488397171503.0,20231114001229,분기보고서 (2023.09),20231114,2023-11-14,028050,126308,삼성엔지니어링,,,
1484,매출원가,,20230101-20230331,2210607107474.0,20230515001297,분기보고서 (2023.03),20230515,2023-05-15,028050,126308,삼성엔지니어링,,,
1485,매출총이익,,20230101-20230331,322843863579.0,20230515001297,분기보고서 (2023.03),20230515,2023-05-15,028050,126308,삼성엔지니어링,,,
1486,판매비와관리비,,20230101-20230331,97475339494.0,20230515001297,분기보고서 (2023.03),20230515,2023-05-15,028050,126308,삼성엔지니어링,,,
1487,영업이익,,20230101-20230331,225368524085.0,20230515001297,분기보고서 (2023.03),20230515,2023-05-15,028050,126308,삼성엔지니어링,,,
1488,매출원가,,20220101-20220331,1903147865541.0,20230515001297,분기보고서 (2023.03),20230515,2023-05-15,028050,126308,삼성엔지니어링,,,
1489,매출총이익,,20220101-20220331,260227200502.0,20230515001297,분기보고서 (2023.03),20230515,2023-05-15,028050,126308,삼성엔지니어링,,,
1490,판매비와관리비,,20220101-20220331,85834547574.0,20230515001297,분기보고서 (2023.03),20230515,2023-05-15,028050,126308,삼성엔지니어링,,,
1491,영업이익,,20220101-20220331,174392652928.0,20230515001297,분기보고서 (2023.03),20230515,2023-05-15,028050,126308,삼성엔지니어링,,,
1504,매출원가,,20220701-20220930,2207264282892.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1505,매출총이익,,20220701-20220930,250675868601.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1506,판매비와관리비,,20220701-20220930,90138194943.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1507,영업이익,,20220701-20220930,160537673658.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1508,매출원가,,20220101-20220930,6355074448540.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1509,매출총이익,,20220101-20220930,759639919745.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1510,판매비와관리비,,20220101-20220930,271242748242.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1511,영업이익,,20220101-20220930,488397171503.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1512,매출원가,,20210701-20210930,1521887116813.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1513,매출총이익,,20210701-20210930,224724317923.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1514,판매비와관리비,,20210701-20210930,85728102169.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1515,영업이익,,20210701-20210930,138996215754.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1516,매출원가,,20210101-20210930,4327180669348.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1517,매출총이익,,20210101-20210930,646018370168.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1518,판매비와관리비,,20210101-20210930,249464348365.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1519,영업이익,,20210101-20210930,396554021803.0,20221114001829,분기보고서 (2022.09),20221114,2022-11-14,028050,126308,삼성엔지니어링,,,
1536,매출원가,,20220101-20220331,1903147865541.0,20220516001590,분기보고서 (2022.03),20220516,2022-05-16,028050,126308,삼성엔지니어링,,,
1537,매출총이익,,20220101-20220331,260227200502.0,20220516001590,분기보고서 (2022.03),20220516,2022-05-16,028050,126308,삼성엔지니어링,,,
1538,판매비와관리비,,20220101-20220331,85834547574.0,20220516001590,분기보고서 (2022.03),20220516,2022-05-16,028050,126308,삼성엔지니어링,,,
1539,영업이익,,20220101-20220331,174392652928.0,20220516001590,분기보고서 (2022.03),20220516,2022-05-16,028050,126308,삼성엔지니어링,,,
1540,매출원가,,20210101-20210331,1345493594371.0,20220516001590,분기보고서 (2022.03),20220516,2022-05-16,028050,126308,삼성엔지니어링,,,
1541,매출총이익,,20210101-20210331,185286351394.0,20220516001590,분기보고서 (2022.03),20220516,2022-05-16,028050,126308,삼성엔지니어링,,,
1542,판매비와관리비,,20210101-20210331,78006110212.0,20220516001590,분기보고서 (2022.03),20220516,2022-05-16,028050,126308,삼성엔지니어링,,,
1543,영업이익,,20210101-20210331,107280241182.0,20220516001590,분기보고서 (2022.03),20220516,2022-05-16,028050,126308,삼성엔지니어링,,,
1544,매출원가,,20230701-20230930,1805344130000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1545,매출총이익,,20230701-20230930,560692193000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1546,판매비와관리비,,20230701-20230930,263088260000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1547,영업이익,,20230701-20230930,297603933000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1548,매출원가,,20230101-20230930,5627944262000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1549,매출총이익,,20230101-20230930,1815324812000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1550,판매비와관리비,,20230101-20230930,681496044000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1551,영업이익,,20230101-20230930,1133828768000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1552,매출원가,,20220701-20220930,1832545406000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1553,매출총이익,,20220701-20220930,546309473000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
1554,판매비와관리비,,20220701-20220930,229442854000.0,20231110000693,분기보고서 (2023.09),20231110,2023-11-10,241560,1032486,두산밥캣,,,
