,trade_date,Unnamed: 0,concept_id,label_ko,label_en,class0,class1,class2,class3,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name
6295,2023-08-11,17280.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20230630,188596722705.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6296,2023-08-11,17281.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20230630,353864446096.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6297,2023-08-11,17282.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20230630,125592623752.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6298,2023-08-11,17283.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20230630,17039384149.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6299,2023-08-11,17284.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20230630,142632007901.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6300,2023-08-11,17285.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20230630,211232438195.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6301,2023-08-11,17286.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,176061391451.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6302,2023-08-11,17287.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,188648995411.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6303,2023-08-11,17288.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,364710386862.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6304,2023-08-11,17289.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,139483313029.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6305,2023-08-11,17290.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,22900527443.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6306,2023-08-11,17291.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,162383840472.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6307,2023-08-11,17292.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,202326546390.0,20230811000963.0,반기보고서 (2023.06),20230811.0,2023-08-11,155660.0,110608.0,DSR
6308,2023-08-11,17405.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20230630,134713825264.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6309,2023-08-11,17406.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20230630,307904202706.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6310,2023-08-11,17407.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20230630,442618027970.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6311,2023-08-11,17408.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20230630,129423474472.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6312,2023-08-11,17409.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20230630,111790762489.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6313,2023-08-11,17410.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20230630,241214236961.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6314,2023-08-11,17411.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20230630,201403791009.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6315,2023-08-11,17412.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,133882562867.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6316,2023-08-11,17413.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,308944370447.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6317,2023-08-11,17414.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,442826933314.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6318,2023-08-11,17415.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,134406680961.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6319,2023-08-11,17416.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,107866888575.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6320,2023-08-11,17417.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,242273569536.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6321,2023-08-11,17418.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,200553363778.0,20230811002433.0,반기보고서 (2023.06),20230811.0,2023-08-11,8250.0,145446.0,이건산업
6322,2023-08-11,17885.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,70706927709.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6323,2023-08-11,17886.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,159742895250.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6324,2023-08-11,17887.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,230449822959.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6325,2023-08-11,17888.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,110821453501.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6326,2023-08-11,17889.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,24360905357.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6327,2023-08-11,17890.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,135182358858.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6328,2023-08-11,17891.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,95267464101.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6329,2023-08-11,17892.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20211231,67466131070.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6330,2023-08-11,17893.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20211231,155796950667.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6331,2023-08-11,17894.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20211231,223263081737.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6332,2023-08-11,17895.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20211231,113087638840.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6333,2023-08-11,17896.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20211231,24301733910.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6334,2023-08-11,17897.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20211231,137389372750.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6335,2023-08-11,17898.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20211231,85873708987.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6336,2023-08-11,17899.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20201231,80577325826.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6337,2023-08-11,17900.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20201231,162447717083.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6338,2023-08-11,17901.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20201231,243025042909.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6339,2023-08-11,17902.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20201231,125320033722.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6340,2023-08-11,17903.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20201231,26930219858.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6341,2023-08-11,17904.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20201231,152250253580.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6342,2023-08-11,17905.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20201231,90774789329.0,20230811000292.0,[기재정정]사업보고서 (2022.12),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6343,2023-08-11,17990.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20230630,78998245400.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6344,2023-08-11,17991.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20230630,156806029441.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6345,2023-08-11,17992.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20230630,235804274841.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6346,2023-08-11,17993.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20230630,118620798465.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6347,2023-08-11,17994.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20230630,21703093185.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6348,2023-08-11,17995.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20230630,140323891650.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6349,2023-08-11,17996.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20230630,95480383191.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6350,2023-08-11,17997.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,70706927709.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6351,2023-08-11,17998.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,159742895250.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6352,2023-08-11,17999.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,230449822959.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6353,2023-08-11,18000.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,110821453501.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6354,2023-08-11,18001.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,24360905357.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6355,2023-08-11,18002.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,135182358858.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6356,2023-08-11,18003.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,95267464101.0,20230811002148.0,반기보고서 (2023.06),20230811.0,2023-08-11,17180.0,121039.0,명문제약
6357,2023-08-11,18214.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20230630,115678485874.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6358,2023-08-11,18215.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20230630,208741880037.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6359,2023-08-11,18216.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20230630,324420365911.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6360,2023-08-11,18217.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20230630,130491175001.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6361,2023-08-11,18218.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20230630,44352428636.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6362,2023-08-11,18219.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20230630,174843603637.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6363,2023-08-11,18220.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20230630,149576762274.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6364,2023-08-11,18221.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,108300636690.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6365,2023-08-11,18222.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,211195883949.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6366,2023-08-11,18223.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,319496520639.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6367,2023-08-11,18224.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,118712647336.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6368,2023-08-11,18225.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,47361845939.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6369,2023-08-11,18226.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,166074493275.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6370,2023-08-11,18227.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,153422027364.0,20230811001784.0,반기보고서 (2023.06),20230811.0,2023-08-11,25750.0,203582.0,한솔홈데코
6371,2023-08-11,18788.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",153422027364.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6372,2023-08-11,18789.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",153422027364.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6373,2023-08-11,18790.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",153422027364.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6374,2023-08-11,18791.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",153422027364.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6375,2023-08-11,18792.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",153422027364.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6376,2023-08-11,18793.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",153422027364.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6377,2023-08-11,18794.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",153422027364.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6378,2023-08-11,18795.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20230630,248213634231.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6379,2023-08-11,18796.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20230630,196391842169.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6380,2023-08-11,18797.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20230630,444605476400.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6381,2023-08-11,18798.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20230630,338844200226.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6382,2023-08-11,18799.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20230630,38163159684.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6383,2023-08-11,18800.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20230630,67598116490.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6384,2023-08-11,18801.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20230630,105761276174.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6385,2023-08-11,18802.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,226009463596.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6386,2023-08-11,18803.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,201036538640.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6387,2023-08-11,18804.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,427046002236.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6388,2023-08-11,18805.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,327234039553.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6389,2023-08-11,18806.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,33966500361.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6390,2023-08-11,18807.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,65845462322.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6391,2023-08-11,18808.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,99811962683.0,20230811001459.0,반기보고서 (2023.06),20230811.0,2023-08-11,2920.0,174004.0,유성기업
6392,2023-08-11,19532.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",99811962683.0,20230811001736.0,반기보고서 (2023.06),20230811.0,2023-08-11,4540.0,113492.0,깨끗한나라
6393,2023-08-11,19533.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",99811962683.0,20230811001736.0,반기보고서 (2023.06),20230811.0,2023-08-11,4540.0,113492.0,깨끗한나라
6394,2023-08-11,19534.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",99811962683.0,20230811001736.0,반기보고서 (2023.06),20230811.0,2023-08-11,4540.0,113492.0,깨끗한나라
6395,2023-08-11,19535.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",99811962683.0,20230811001736.0,반기보고서 (2023.06),20230811.0,2023-08-11,4540.0,113492.0,깨끗한나라
6396,2023-08-11,19536.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",99811962683.0,20230811001736.0,반기보고서 (2023.06),20230811.0,2023-08-11,4540.0,113492.0,깨끗한나라
6397,2023-08-11,19537.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",99811962683.0,20230811001736.0,반기보고서 (2023.06),20230811.0,2023-08-11,4540.0,113492.0,깨끗한나라
6398,2023-08-11,19538.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,"[D210000] Statement of financial position, current/non-current - Consolidated financial statements (Unit: KRW)",99811962683.0,20230811001736.0,반기보고서 (2023.06),20230811.0,2023-08-11,4540.0,113492.0,깨끗한나라
6399,2023-08-11,19539.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20230630,173136202293.0,20230811001736.0,반기보고서 (2023.06),20230811.0,2023-08-11,4540.0,113492.0,깨끗한나라
