,trade_date,Unnamed: 0,concept_id,label_ko,label_en,class0,class1,class2,class3,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name
2153,2023-03-22,1081.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20211231,60135928509.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2154,2023-03-22,1082.0,ifrs-full_EquityAndLiabilities,부채와자본총계,Total equity and liabilities,재무상태표 [abstract],부채와자본총계,자본총계,,20211231,79881575028.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2155,2023-03-22,1083.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20201231,17921325843.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2156,2023-03-22,1084.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20201231,69964170338.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2157,2023-03-22,1085.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20201231,87885496181.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2158,2023-03-22,1086.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20201231,26871733072.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2159,2023-03-22,1087.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20201231,1186615102.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2160,2023-03-22,1088.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20201231,28058348174.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2161,2023-03-22,1089.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20201231,59827148007.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2162,2023-03-22,1090.0,ifrs-full_EquityAndLiabilities,부채와자본총계,Total equity and liabilities,재무상태표 [abstract],부채와자본총계,자본총계,,20201231,87885496181.0,20230322001335.0,사업보고서 (2022.12),20230322.0,2023-03-22,25620.0,136776.0,제이준코스메틱
2163,2023-03-22,4099.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,60741213420.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2164,2023-03-22,4100.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,88444032163.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2165,2023-03-22,4101.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,149185245583.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2166,2023-03-22,4102.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,93561448025.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2167,2023-03-22,4103.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,15599782401.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2168,2023-03-22,4104.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,109161230426.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2169,2023-03-22,4105.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,40024015157.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2170,2023-03-22,4106.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20211231,69662862171.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2171,2023-03-22,4107.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20211231,98773949311.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2172,2023-03-22,4108.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20211231,168436811482.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2173,2023-03-22,4109.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20211231,95521993616.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2174,2023-03-22,4110.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20211231,22689181570.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2175,2023-03-22,4111.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20211231,118211175186.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2176,2023-03-22,4112.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20211231,50225636296.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2177,2023-03-22,4113.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20201231,60970592935.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2178,2023-03-22,4114.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20201231,94902868032.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2179,2023-03-22,4115.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20201231,155873460967.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2180,2023-03-22,4116.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20201231,84122929823.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2181,2023-03-22,4117.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20201231,21905477492.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2182,2023-03-22,4118.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20201231,106028407315.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2183,2023-03-22,4119.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20201231,49845053652.0,20230322001182.0,사업보고서 (2022.12),20230322.0,2023-03-22,40.0,112378.0,KR모터스
2184,2023-03-22,4246.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,83592436433.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2185,2023-03-22,4247.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,28735195251.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2186,2023-03-22,4248.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,112327631684.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2187,2023-03-22,4249.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,46335440247.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2188,2023-03-22,4250.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,5809718955.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2189,2023-03-22,4251.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,52145159202.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2190,2023-03-22,4252.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,60182472482.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2191,2023-03-22,4253.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20211231,71417873988.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2192,2023-03-22,4254.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20211231,45604616337.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2193,2023-03-22,4255.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20211231,117022490325.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2194,2023-03-22,4256.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20211231,49743919023.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2195,2023-03-22,4257.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20211231,12583829028.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2196,2023-03-22,4258.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20211231,62327748051.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2197,2023-03-22,4259.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20211231,54694742274.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2198,2023-03-22,4260.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20201231,87177278572.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2199,2023-03-22,4261.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20201231,88357122200.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2200,2023-03-22,4262.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20201231,175534400772.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2201,2023-03-22,4263.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20201231,50089931198.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2202,2023-03-22,4264.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20201231,17763688453.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2203,2023-03-22,4265.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20201231,67853619651.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2204,2023-03-22,4266.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20201231,107680781121.0,20230322000665.0,사업보고서 (2022.12),20230322.0,2023-03-22,84870.0,409672.0,티비에이치글로벌
2205,2023-03-22,4351.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,65371218289.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2206,2023-03-22,4352.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,46260166727.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2207,2023-03-22,4353.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,111631385016.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2208,2023-03-22,4354.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,16929725111.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2209,2023-03-22,4355.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,1093025458.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2210,2023-03-22,4356.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,18022750569.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2211,2023-03-22,4357.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,93608634447.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2212,2023-03-22,4358.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20211231,76582371312.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2213,2023-03-22,4359.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20211231,38074009999.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2214,2023-03-22,4360.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20211231,114656381311.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2215,2023-03-22,4361.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20211231,15777477544.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2216,2023-03-22,4362.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20211231,1784828477.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2217,2023-03-22,4363.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20211231,17562306021.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2218,2023-03-22,4364.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20211231,97094075290.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2219,2023-03-22,4365.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20201231,79263046814.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2220,2023-03-22,4366.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20201231,41769403240.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2221,2023-03-22,4367.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20201231,121032450054.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2222,2023-03-22,4368.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20201231,16852425204.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2223,2023-03-22,4369.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20201231,2747019329.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2224,2023-03-22,4370.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20201231,19599444533.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2225,2023-03-22,4371.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20201231,101433005521.0,20230322000761.0,사업보고서 (2022.12),20230322.0,2023-03-22,10400.0,143262.0,우진아이엔에스
2226,2023-03-22,4729.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,44255370613.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2227,2023-03-22,4730.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,5633349928.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2228,2023-03-22,4731.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,49888720541.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2229,2023-03-22,4732.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,4010331521.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2230,2023-03-22,4733.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,19797257.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2231,2023-03-22,4734.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,4030128778.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2232,2023-03-22,4735.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,45858591763.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2233,2023-03-22,4736.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20211231,41893560727.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2234,2023-03-22,4737.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20211231,6787677175.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2235,2023-03-22,4738.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20211231,48681237902.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2236,2023-03-22,4739.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20211231,4342272824.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2237,2023-03-22,4740.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20211231,84318284.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2238,2023-03-22,4741.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20211231,4426591108.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2239,2023-03-22,4742.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20211231,44254646794.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2240,2023-03-22,4743.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20201231,39455099127.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2241,2023-03-22,4744.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20201231,7643787229.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2242,2023-03-22,4745.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20201231,47098886356.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2243,2023-03-22,4746.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20201231,4114416970.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2244,2023-03-22,4747.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20201231,83097.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2245,2023-03-22,4748.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20201231,4114500067.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2246,2023-03-22,4749.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20201231,42984386289.0,20230322000005.0,사업보고서 (2022.12),20230322.0,2023-03-22,13000.0,134176.0,세우글로벌
2247,2023-03-22,6031.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20221231,109587105436.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2248,2023-03-22,6032.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20221231,65421060789.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2249,2023-03-22,6033.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20221231,175008166225.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2250,2023-03-22,6034.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20221231,53328492035.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2251,2023-03-22,6035.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20221231,12623824014.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2252,2023-03-22,6036.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20221231,65952316049.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2253,2023-03-22,6037.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20221231,109055850176.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2254,2023-03-22,6038.0,ifrs-full_CurrentAssets,유동자산,Current assets,재무상태표 [abstract],자산 [abstract],유동자산,,20211231,103105105390.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2255,2023-03-22,6039.0,ifrs-full_NoncurrentAssets,비유동자산,Non-current assets,재무상태표 [abstract],자산 [abstract],비유동자산,,20211231,65369445517.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2256,2023-03-22,6040.0,ifrs-full_Assets,자산총계,Total assets,재무상태표 [abstract],자산 [abstract],자산총계,,20211231,168474550907.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2257,2023-03-22,6041.0,ifrs-full_CurrentLiabilities,유동부채,Current liabilities,재무상태표 [abstract],부채 [abstract],유동부채,,20211231,52591898214.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2258,2023-03-22,6042.0,ifrs-full_NoncurrentLiabilities,비유동부채,Non-current liabilities,재무상태표 [abstract],부채 [abstract],비유동부채,,20211231,13518071891.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2259,2023-03-22,6043.0,ifrs-full_Liabilities,부채총계,Total liabilities,재무상태표 [abstract],부채 [abstract],부채총계,,20211231,66109970105.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
2260,2023-03-22,6044.0,ifrs-full_Equity,자본총계,Total equity,재무상태표 [abstract],자본 [abstract],자본총계,,20211231,102364580802.0,20230322001115.0,사업보고서 (2022.12),20230322.0,2023-03-22,5320.0,168331.0,국동
