,label_ko,class3,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name,comment,class4
2565,총포괄손익,,20230701-20230930,1884125876.0,20231114001909,분기보고서 (2023.09),20231114,2023-11-14,006110,126779,삼아알미늄,,
2566,총포괄손익,,20230101-20230930,4001753931.0,20231114001909,분기보고서 (2023.09),20231114,2023-11-14,006110,126779,삼아알미늄,,
2567,총포괄손익,,20220701-20220930,7598663401.0,20231114001909,분기보고서 (2023.09),20231114,2023-11-14,006110,126779,삼아알미늄,,
2568,총포괄손익,,20220101-20220930,15708281386.0,20231114001909,분기보고서 (2023.09),20231114,2023-11-14,006110,126779,삼아알미늄,,
2573,총포괄손익,,20230101-20230331,566073738.0,20230515002872,분기보고서 (2023.03),20230515,2023-05-15,006110,126779,삼아알미늄,,
2574,총포괄손익,,20220101-20220331,3325749440.0,20230515002872,분기보고서 (2023.03),20230515,2023-05-15,006110,126779,삼아알미늄,,
2578,총포괄손익,,20220701-20220930,7598663401.0,20221114002206,분기보고서 (2022.09),20221114,2022-11-14,006110,126779,삼아알미늄,,
2579,총포괄손익,,20220101-20220930,15708281386.0,20221114002206,분기보고서 (2022.09),20221114,2022-11-14,006110,126779,삼아알미늄,,
2580,총포괄손익,,20210701-20210930,4031424867.0,20221114002206,분기보고서 (2022.09),20221114,2022-11-14,006110,126779,삼아알미늄,,
2581,총포괄손익,,20210101-20210930,9599471308.0,20221114002206,분기보고서 (2022.09),20221114,2022-11-14,006110,126779,삼아알미늄,,
2586,총포괄손익,,20220101-20220331,3325749440.0,20220516001379,분기보고서 (2022.03),20220516,2022-05-16,006110,126779,삼아알미늄,,
2587,총포괄손익,,20210101-20210331,2401198047.0,20220516001379,분기보고서 (2022.03),20220516,2022-05-16,006110,126779,삼아알미늄,,
2588,당기순이익(손실),,20230701-20230930,2772210496.0,20231113000569,분기보고서 (2023.09),20231113,2023-11-13,298050,1316254,효성첨단소재,,
2589,총포괄손익,,20230701-20230930,13247185069.0,20231113000569,분기보고서 (2023.09),20231113,2023-11-13,298050,1316254,효성첨단소재,,
2590,당기순이익(손실),,20230101-20230930,56652890851.0,20231113000569,분기보고서 (2023.09),20231113,2023-11-13,298050,1316254,효성첨단소재,,
2591,총포괄손익,,20230101-20230930,75118262368.0,20231113000569,분기보고서 (2023.09),20231113,2023-11-13,298050,1316254,효성첨단소재,,
2592,당기순이익(손실),,20220701-20220930,25968332164.0,20231113000569,분기보고서 (2023.09),20231113,2023-11-13,298050,1316254,효성첨단소재,,
2593,총포괄손익,,20220701-20220930,64614321316.0,20231113000569,분기보고서 (2023.09),20231113,2023-11-13,298050,1316254,효성첨단소재,,
2594,당기순이익(손실),,20220101-20220930,154668796748.0,20231113000569,분기보고서 (2023.09),20231113,2023-11-13,298050,1316254,효성첨단소재,,
2595,총포괄손익,,20220101-20220930,226957236044.0,20231113000569,분기보고서 (2023.09),20231113,2023-11-13,298050,1316254,효성첨단소재,,
2604,당기순이익(손실),,20230101-20230331,40023079457.0,20230512001153,분기보고서 (2023.03),20230512,2023-05-12,298050,1316254,효성첨단소재,,
2605,총포괄손익,,20230101-20230331,56904270959.0,20230512001153,분기보고서 (2023.03),20230512,2023-05-12,298050,1316254,효성첨단소재,,
2606,당기순이익(손실),,20220101-20220331,70792812117.0,20230512001153,분기보고서 (2023.03),20230512,2023-05-12,298050,1316254,효성첨단소재,,
2607,총포괄손익,,20220101-20220331,86665204554.0,20230512001153,분기보고서 (2023.03),20230512,2023-05-12,298050,1316254,효성첨단소재,,
2614,당기순이익(손실),,20220701-20220930,25968332164.0,20221111000940,분기보고서 (2022.09),20221111,2022-11-11,298050,1316254,효성첨단소재,,
2615,총포괄손익,,20220701-20220930,64614321316.0,20221111000940,분기보고서 (2022.09),20221111,2022-11-11,298050,1316254,효성첨단소재,,
2616,당기순이익(손실),,20220101-20220930,154668796748.0,20221111000940,분기보고서 (2022.09),20221111,2022-11-11,298050,1316254,효성첨단소재,,
2617,총포괄손익,,20220101-20220930,226957236044.0,20221111000940,분기보고서 (2022.09),20221111,2022-11-11,298050,1316254,효성첨단소재,,
2618,당기순이익(손실),,20210701-20210930,99566289142.0,20221111000940,분기보고서 (2022.09),20221111,2022-11-11,298050,1316254,효성첨단소재,,
2619,총포괄손익,,20210701-20210930,124416332145.0,20221111000940,분기보고서 (2022.09),20221111,2022-11-11,298050,1316254,효성첨단소재,,
2620,당기순이익(손실),,20210101-20210930,254394452452.0,20221111000940,분기보고서 (2022.09),20221111,2022-11-11,298050,1316254,효성첨단소재,,
2621,총포괄손익,,20210101-20210930,299621556880.0,20221111000940,분기보고서 (2022.09),20221111,2022-11-11,298050,1316254,효성첨단소재,,
2630,당기순이익(손실),,20220101-20220331,70792812117.0,20220513001326,분기보고서 (2022.03),20220513,2022-05-13,298050,1316254,효성첨단소재,,
2631,총포괄손익,,20220101-20220331,86665204554.0,20220513001326,분기보고서 (2022.03),20220513,2022-05-13,298050,1316254,효성첨단소재,,
2632,당기순이익(손실),,20210101-20210331,54196270149.0,20220513001326,분기보고서 (2022.03),20220513,2022-05-13,298050,1316254,효성첨단소재,,
2633,총포괄손익,,20210101-20210331,72746316153.0,20220513001326,분기보고서 (2022.03),20220513,2022-05-13,298050,1316254,효성첨단소재,,
2634,당기순이익(손실),,20230701-20230930,-7241125231.0,20231114002044,분기보고서 (2023.09),20231114,2023-11-14,016710,108940,대성홀딩스,,
2635,총포괄손익,,20230701-20230930,-9465100831.0,20231114002044,분기보고서 (2023.09),20231114,2023-11-14,016710,108940,대성홀딩스,,
2636,당기순이익(손실),,20230101-20230930,150730639809.0,20231114002044,분기보고서 (2023.09),20231114,2023-11-14,016710,108940,대성홀딩스,,
2637,총포괄손익,,20230101-20230930,-56426798162.0,20231114002044,분기보고서 (2023.09),20231114,2023-11-14,016710,108940,대성홀딩스,,
2638,당기순이익(손실),,20220701-20220930,-15139872134.0,20231114002044,분기보고서 (2023.09),20231114,2023-11-14,016710,108940,대성홀딩스,,
2639,총포괄손익,,20220701-20220930,-12008885601.0,20231114002044,분기보고서 (2023.09),20231114,2023-11-14,016710,108940,대성홀딩스,,
2640,당기순이익(손실),,20220101-20220930,8781877784.0,20231114002044,분기보고서 (2023.09),20231114,2023-11-14,016710,108940,대성홀딩스,,
2641,총포괄손익,,20220101-20220930,12505169723.0,20231114002044,분기보고서 (2023.09),20231114,2023-11-14,016710,108940,대성홀딩스,,
2650,총포괄손익,,20230101-20230331,182095065900.0,20230515001950,분기보고서 (2023.03),20230515,2023-05-15,016710,108940,대성홀딩스,,
2651,총포괄손익,,20220101-20220331,20197412129.0,20230515001950,분기보고서 (2023.03),20230515,2023-05-15,016710,108940,대성홀딩스,,
2655,총포괄손익,,20220701-20220930,-12008885601.0,20221114001616,분기보고서 (2022.09),20221114,2022-11-14,016710,108940,대성홀딩스,,
2656,총포괄손익,,20220101-20220930,12505169723.0,20221114001616,분기보고서 (2022.09),20221114,2022-11-14,016710,108940,대성홀딩스,,
2657,총포괄손익,,20210701-20210930,-5875107176.0,20221114001616,분기보고서 (2022.09),20221114,2022-11-14,016710,108940,대성홀딩스,,
2658,총포괄손익,,20210101-20210930,11477767657.0,20221114001616,분기보고서 (2022.09),20221114,2022-11-14,016710,108940,대성홀딩스,,
2663,총포괄손익,,20220101-20220331,20197412129.0,20220516001676,분기보고서 (2022.03),20220516,2022-05-16,016710,108940,대성홀딩스,,
2664,총포괄손익,,20210101-20210331,19774508846.0,20220516001676,분기보고서 (2022.03),20220516,2022-05-16,016710,108940,대성홀딩스,,
2665,총포괄손익,,20230701-20230930,38208519164.0,20231113000310,분기보고서 (2023.09),20231113,2023-11-13,026960,144395,동서,,
2666,총포괄손익,,20230101-20230930,126552441521.0,20231113000310,분기보고서 (2023.09),20231113,2023-11-13,026960,144395,동서,,
2667,총포괄손익,,20220701-20220930,19191652238.0,20231113000310,분기보고서 (2023.09),20231113,2023-11-13,026960,144395,동서,,
2668,총포괄손익,,20220101-20220930,83192020265.0,20231113000310,분기보고서 (2023.09),20231113,2023-11-13,026960,144395,동서,,
2673,총포괄손익,,20230101-20230331,47106608620.0,20230512000781,분기보고서 (2023.03),20230512,2023-05-12,026960,144395,동서,,
2674,총포괄손익,,20220101-20220331,35359017195.0,20230512000781,분기보고서 (2023.03),20230512,2023-05-12,026960,144395,동서,,
2678,총포괄손익,,20220701-20220930,19191652238.0,20221111000628,분기보고서 (2022.09),20221111,2022-11-11,026960,144395,동서,,
2679,총포괄손익,,20220101-20220930,83192020265.0,20221111000628,분기보고서 (2022.09),20221111,2022-11-11,026960,144395,동서,,
2680,총포괄손익,,20210701-20210930,25814017376.0,20221111000628,분기보고서 (2022.09),20221111,2022-11-11,026960,144395,동서,,
2681,총포괄손익,,20210101-20210930,92953296013.0,20221111000628,분기보고서 (2022.09),20221111,2022-11-11,026960,144395,동서,,
2686,총포괄손익,,20220101-20220331,35359017195.0,20220518000232,[기재정정]분기보고서 (2022.03),20220518,2022-05-18,026960,144395,동서,,
2687,총포괄손익,,20210101-20210331,37735329775.0,20220518000232,[기재정정]분기보고서 (2022.03),20220518,2022-05-18,026960,144395,동서,,
2688,총포괄손익,,20220101-20220331,35359017195.0,20220513001633,분기보고서 (2022.03),20220513,2022-05-13,026960,144395,동서,,
2689,총포괄손익,,20210101-20210331,37735329775.0,20220513001633,분기보고서 (2022.03),20220513,2022-05-13,026960,144395,동서,,
2694,총포괄손익,,20230101-20230331,128679331739.0,20230515002077,분기보고서 (2023.03),20230515,2023-05-15,000240,160047,한국앤컴퍼니,,
2695,총포괄손익,,20220101-20220331,72594434198.0,20230515002077,분기보고서 (2023.03),20230515,2023-05-15,000240,160047,한국앤컴퍼니,,
2699,총포괄손익,,20220701-20220930,149850090089.0,20221215000248,[기재정정]분기보고서 (2022.09),20221215,2022-12-15,000240,160047,한국앤컴퍼니,,
2700,총포괄손익,,20220101-20220930,320995178866.0,20221215000248,[기재정정]분기보고서 (2022.09),20221215,2022-12-15,000240,160047,한국앤컴퍼니,,
2701,총포괄손익,,20210701-20210930,110453946063.0,20221215000248,[기재정정]분기보고서 (2022.09),20221215,2022-12-15,000240,160047,한국앤컴퍼니,,
2702,총포괄손익,,20210101-20210930,277821885925.0,20221215000248,[기재정정]분기보고서 (2022.09),20221215,2022-12-15,000240,160047,한국앤컴퍼니,,
2703,총포괄손익,,20220701-20220930,149850090089.0,20221114001649,분기보고서 (2022.09),20221114,2022-11-14,000240,160047,한국앤컴퍼니,,
2704,총포괄손익,,20220101-20220930,320995178866.0,20221114001649,분기보고서 (2022.09),20221114,2022-11-14,000240,160047,한국앤컴퍼니,,
2705,총포괄손익,,20210701-20210930,110453946063.0,20221114001649,분기보고서 (2022.09),20221114,2022-11-14,000240,160047,한국앤컴퍼니,,
2706,총포괄손익,,20210101-20210930,277821885925.0,20221114001649,분기보고서 (2022.09),20221114,2022-11-14,000240,160047,한국앤컴퍼니,,
2711,총포괄손익,,20220101-20220331,72594434198.0,20220516001762,분기보고서 (2022.03),20220516,2022-05-16,000240,160047,한국앤컴퍼니,,
2712,총포괄손익,,20210101-20210331,90255348003.0,20220516001762,분기보고서 (2022.03),20220516,2022-05-16,000240,160047,한국앤컴퍼니,,
2716,총포괄손익,,20220701-20220930,-4807583000.0,20221114001809,분기보고서 (2022.09),20221114,2022-11-14,001440,113207,대한전선,,
2717,총포괄손익,,20220101-20220930,-17242852000.0,20221114001809,분기보고서 (2022.09),20221114,2022-11-14,001440,113207,대한전선,,
2718,총포괄손익,,20210701-20210930,9038575000.0,20221114001809,분기보고서 (2022.09),20221114,2022-11-14,001440,113207,대한전선,,
2719,총포괄손익,,20210101-20210930,7889117000.0,20221114001809,분기보고서 (2022.09),20221114,2022-11-14,001440,113207,대한전선,,
2724,총포괄손익,,20220101-20220331,15741647000.0,20220516001926,분기보고서 (2022.03),20220516,2022-05-16,001440,113207,대한전선,,
2725,총포괄손익,,20210101-20210331,2378838000.0,20220516001926,분기보고서 (2022.03),20220516,2022-05-16,001440,113207,대한전선,,
2734,당기순이익(손실),,20230101-20230331,91180130004.0,20230512001074,분기보고서 (2023.03),20230512,2023-05-12,004690,128555,삼천리,,
2735,총포괄손익,,20230101-20230331,93229864384.0,20230512001074,분기보고서 (2023.03),20230512,2023-05-12,004690,128555,삼천리,,
2736,당기순이익(손실),,20220101-20220331,64971022390.0,20230512001074,분기보고서 (2023.03),20230512,2023-05-12,004690,128555,삼천리,,
2737,총포괄손익,,20220101-20220331,66349524552.0,20230512001074,분기보고서 (2023.03),20230512,2023-05-12,004690,128555,삼천리,,
2744,당기순이익(손실),,20220701-20220930,15656180734.0,20221111000903,분기보고서 (2022.09),20221111,2022-11-11,004690,128555,삼천리,,
2745,총포괄손익,,20220701-20220930,23654099752.0,20221111000903,분기보고서 (2022.09),20221111,2022-11-11,004690,128555,삼천리,,
2746,당기순이익(손실),,20220101-20220930,104680898221.0,20221111000903,분기보고서 (2022.09),20221111,2022-11-11,004690,128555,삼천리,,
2747,총포괄손익,,20220101-20220930,118604035429.0,20221111000903,분기보고서 (2022.09),20221111,2022-11-11,004690,128555,삼천리,,
2748,당기순이익(손실),,20210701-20210930,11053611479.0,20221111000903,분기보고서 (2022.09),20221111,2022-11-11,004690,128555,삼천리,,
2749,총포괄손익,,20210701-20210930,14062930410.0,20221111000903,분기보고서 (2022.09),20221111,2022-11-11,004690,128555,삼천리,,
2750,당기순이익(손실),,20210101-20210930,79362199055.0,20221111000903,분기보고서 (2022.09),20221111,2022-11-11,004690,128555,삼천리,,
2751,총포괄손익,,20210101-20210930,84677176539.0,20221111000903,분기보고서 (2022.09),20221111,2022-11-11,004690,128555,삼천리,,
2760,당기순이익(손실),,20220101-20220331,64971022390.0,20220513001502,분기보고서 (2022.03),20220513,2022-05-13,004690,128555,삼천리,,
2761,총포괄손익,,20220101-20220331,66349524552.0,20220513001502,분기보고서 (2022.03),20220513,2022-05-13,004690,128555,삼천리,,
2762,당기순이익(손실),,20210101-20210331,64727905263.0,20220513001502,분기보고서 (2022.03),20220513,2022-05-13,004690,128555,삼천리,,
2763,총포괄손익,,20210101-20210331,67259564774.0,20220513001502,분기보고서 (2022.03),20220513,2022-05-13,004690,128555,삼천리,,
2764,당기순이익(손실),,20230701-20230930,11622059278.0,20231114001394,분기보고서 (2023.09),20231114,2023-11-14,006360,120030,GS건설,,
2765,당기순이익(손실),,20230101-20230930,-105654724487.0,20231114001394,분기보고서 (2023.09),20231114,2023-11-14,006360,120030,GS건설,,
2766,당기순이익(손실),,20220701-20220930,160413450580.0,20231114001394,분기보고서 (2023.09),20231114,2023-11-14,006360,120030,GS건설,,
2767,당기순이익(손실),,20220101-20220930,495383377861.0,20231114001394,분기보고서 (2023.09),20231114,2023-11-14,006360,120030,GS건설,,
2772,당기순이익(손실),,20230101-20230331,163348255213.0,20230515001553,분기보고서 (2023.03),20230515,2023-05-15,006360,120030,GS건설,,
2773,당기순이익(손실),,20220101-20220331,155405030462.0,20230515001553,분기보고서 (2023.03),20230515,2023-05-15,006360,120030,GS건설,,
2777,당기순이익(손실),,20220701-20220930,160413450580.0,20221114002434,분기보고서 (2022.09),20221114,2022-11-14,006360,120030,GS건설,,
2778,당기순이익(손실),,20220101-20220930,495383377861.0,20221114002434,분기보고서 (2022.09),20221114,2022-11-14,006360,120030,GS건설,,
2779,당기순이익(손실),,20210701-20210930,133297973098.0,20221114002434,분기보고서 (2022.09),20221114,2022-11-14,006360,120030,GS건설,,
2780,당기순이익(손실),,20210101-20210930,353227232059.0,20221114002434,분기보고서 (2022.09),20221114,2022-11-14,006360,120030,GS건설,,
2781,당기순이익(손실),,20230701-20230930,5911636003.0,20231114002916,[기재정정]분기보고서 (2023.09),20231114,2023-11-14,298020,1316227,효성티앤씨,,
2782,총포괄손익,,20230701-20230930,25506629910.0,20231114002916,[기재정정]분기보고서 (2023.09),20231114,2023-11-14,298020,1316227,효성티앤씨,,
2783,당기순이익(손실),,20230101-20230930,63231831057.0,20231114002916,[기재정정]분기보고서 (2023.09),20231114,2023-11-14,298020,1316227,효성티앤씨,,
2784,총포괄손익,,20230101-20230930,106037807145.0,20231114002916,[기재정정]분기보고서 (2023.09),20231114,2023-11-14,298020,1316227,효성티앤씨,,
2785,당기순이익(손실),,20220701-20220930,-122094327273.0,20231114002916,[기재정정]분기보고서 (2023.09),20231114,2023-11-14,298020,1316227,효성티앤씨,,
2786,총포괄손익,,20220701-20220930,-36653813977.0,20231114002916,[기재정정]분기보고서 (2023.09),20231114,2023-11-14,298020,1316227,효성티앤씨,,
2787,당기순이익(손실),,20220101-20220930,26140876653.0,20231114002916,[기재정정]분기보고서 (2023.09),20231114,2023-11-14,298020,1316227,효성티앤씨,,
2788,총포괄손익,,20220101-20220930,180932856023.0,20231114002916,[기재정정]분기보고서 (2023.09),20231114,2023-11-14,298020,1316227,효성티앤씨,,
2789,당기순이익(손실),,20230701-20230930,5911636003.0,20231113000739,분기보고서 (2023.09),20231113,2023-11-13,298020,1316227,효성티앤씨,,
2790,총포괄손익,,20230701-20230930,25506629910.0,20231113000739,분기보고서 (2023.09),20231113,2023-11-13,298020,1316227,효성티앤씨,,
2791,당기순이익(손실),,20230101-20230930,63231831057.0,20231113000739,분기보고서 (2023.09),20231113,2023-11-13,298020,1316227,효성티앤씨,,
2792,총포괄손익,,20230101-20230930,106037807145.0,20231113000739,분기보고서 (2023.09),20231113,2023-11-13,298020,1316227,효성티앤씨,,
2793,당기순이익(손실),,20220701-20220930,-122094327273.0,20231113000739,분기보고서 (2023.09),20231113,2023-11-13,298020,1316227,효성티앤씨,,
2794,총포괄손익,,20220701-20220930,-36653813977.0,20231113000739,분기보고서 (2023.09),20231113,2023-11-13,298020,1316227,효성티앤씨,,
2795,당기순이익(손실),,20220101-20220930,26140876653.0,20231113000739,분기보고서 (2023.09),20231113,2023-11-13,298020,1316227,효성티앤씨,,
2796,총포괄손익,,20220101-20220930,180932856023.0,20231113000739,분기보고서 (2023.09),20231113,2023-11-13,298020,1316227,효성티앤씨,,
2805,당기순이익(손실),,20230101-20230331,37514345399.0,20230512001225,분기보고서 (2023.03),20230512,2023-05-12,298020,1316227,효성티앤씨,,
2806,총포괄손익,,20230101-20230331,81417414419.0,20230512001225,분기보고서 (2023.03),20230512,2023-05-12,298020,1316227,효성티앤씨,,
2807,당기순이익(손실),,20220101-20220331,105372231455.0,20230512001225,분기보고서 (2023.03),20230512,2023-05-12,298020,1316227,효성티앤씨,,
2808,총포괄손익,,20220101-20220331,143915418015.0,20230512001225,분기보고서 (2023.03),20230512,2023-05-12,298020,1316227,효성티앤씨,,
2815,당기순이익(손실),,20220701-20220930,-122094327273.0,20221111000981,분기보고서 (2022.09),20221111,2022-11-11,298020,1316227,효성티앤씨,,
2816,총포괄손익,,20220701-20220930,-36653813977.0,20221111000981,분기보고서 (2022.09),20221111,2022-11-11,298020,1316227,효성티앤씨,,
2817,당기순이익(손실),,20220101-20220930,26140876653.0,20221111000981,분기보고서 (2022.09),20221111,2022-11-11,298020,1316227,효성티앤씨,,
2818,총포괄손익,,20220101-20220930,180932856023.0,20221111000981,분기보고서 (2022.09),20221111,2022-11-11,298020,1316227,효성티앤씨,,
2819,당기순이익(손실),,20210701-20210930,310656360898.0,20221111000981,분기보고서 (2022.09),20221111,2022-11-11,298020,1316227,효성티앤씨,,
2820,총포괄손익,,20210701-20210930,359806186994.0,20221111000981,분기보고서 (2022.09),20221111,2022-11-11,298020,1316227,효성티앤씨,,
2821,당기순이익(손실),,20210101-20210930,790332475357.0,20221111000981,분기보고서 (2022.09),20221111,2022-11-11,298020,1316227,효성티앤씨,,
2822,총포괄손익,,20210101-20210930,874697412980.0,20221111000981,분기보고서 (2022.09),20221111,2022-11-11,298020,1316227,효성티앤씨,,
2831,당기순이익(손실),,20220101-20220331,105372231455.0,20220513001665,분기보고서 (2022.03),20220513,2022-05-13,298020,1316227,효성티앤씨,,
2832,총포괄손익,,20220101-20220331,143915418015.0,20220513001665,분기보고서 (2022.03),20220513,2022-05-13,298020,1316227,효성티앤씨,,
2833,당기순이익(손실),,20210101-20210331,180114269858.0,20220513001665,분기보고서 (2022.03),20220513,2022-05-13,298020,1316227,효성티앤씨,,
2834,총포괄손익,,20210101-20210331,198994066665.0,20220513001665,분기보고서 (2022.03),20220513,2022-05-13,298020,1316227,효성티앤씨,,
2835,당기순이익(손실),,20230701-20230930,13919059002.0,20231114001846,분기보고서 (2023.09),20231114,2023-11-14,108320,525934,LX세미콘,,
2836,당기순이익(손실),,20230101-20230930,54297198141.0,20231114001846,분기보고서 (2023.09),20231114,2023-11-14,108320,525934,LX세미콘,,
2837,당기순이익(손실),,20220701-20220930,41076174628.0,20231114001846,분기보고서 (2023.09),20231114,2023-11-14,108320,525934,LX세미콘,,
2838,당기순이익(손실),,20220101-20220930,221369361317.0,20231114001846,분기보고서 (2023.09),20231114,2023-11-14,108320,525934,LX세미콘,,
2839,당기순이익(손실),,20230101-20230331,35695179571.0,20230515002633,분기보고서 (2023.03),20230515,2023-05-15,108320,525934,LX세미콘,,
2840,총포괄손익,,20230101-20230331,36111531151.0,20230515002633,분기보고서 (2023.03),20230515,2023-05-15,108320,525934,LX세미콘,,
2841,당기순이익(손실),,20220101-20220331,97261425718.0,20230515002633,분기보고서 (2023.03),20230515,2023-05-15,108320,525934,LX세미콘,,
2842,총포괄손익,,20220101-20220331,97353585708.0,20230515002633,분기보고서 (2023.03),20230515,2023-05-15,108320,525934,LX세미콘,,
2849,당기순이익(손실),,20220701-20220930,41076174628.0,20221114001156,분기보고서 (2022.09),20221114,2022-11-14,108320,525934,LX세미콘,,
2850,총포괄손익,,20220701-20220930,45358284771.0,20221114001156,분기보고서 (2022.09),20221114,2022-11-14,108320,525934,LX세미콘,,
2851,당기순이익(손실),,20220101-20220930,221369361317.0,20221114001156,분기보고서 (2022.09),20221114,2022-11-14,108320,525934,LX세미콘,,
2852,총포괄손익,,20220101-20220930,231994878462.0,20221114001156,분기보고서 (2022.09),20221114,2022-11-14,108320,525934,LX세미콘,,
2853,당기순이익(손실),,20210701-20210930,104469838131.0,20221114001156,분기보고서 (2022.09),20221114,2022-11-14,108320,525934,LX세미콘,,
2854,총포괄손익,,20210701-20210930,104682904335.0,20221114001156,분기보고서 (2022.09),20221114,2022-11-14,108320,525934,LX세미콘,,
2855,당기순이익(손실),,20210101-20210930,228184530476.0,20221114001156,분기보고서 (2022.09),20221114,2022-11-14,108320,525934,LX세미콘,,
2856,총포괄손익,,20210101-20210930,228580717238.0,20221114001156,분기보고서 (2022.09),20221114,2022-11-14,108320,525934,LX세미콘,,
2865,당기순이익(손실),,20220101-20220331,97261425718.0,20220516000897,분기보고서 (2022.03),20220516,2022-05-16,108320,525934,LX세미콘,,
2866,총포괄손익,,20220101-20220331,97353585708.0,20220516000897,분기보고서 (2022.03),20220516,2022-05-16,108320,525934,LX세미콘,,
2867,당기순이익(손실),,20210101-20210331,50819813863.0,20220516000897,분기보고서 (2022.03),20220516,2022-05-16,108320,525934,LX세미콘,,
2868,총포괄손익,,20210101-20210331,50951709618.0,20220516000897,분기보고서 (2022.03),20220516,2022-05-16,108320,525934,LX세미콘,,
2875,당기순이익(손실),,20220701-20220930,33516825323.0,20221111001023,분기보고서 (2022.09),20221111,2022-11-11,298040,1316245,효성중공업,,
2876,당기순이익(손실),,20220101-20220930,27679530084.0,20221111001023,분기보고서 (2022.09),20221111,2022-11-11,298040,1316245,효성중공업,,
2877,당기순이익(손실),,20210701-20210930,10232412039.0,20221111001023,분기보고서 (2022.09),20221111,2022-11-11,298040,1316245,효성중공업,,
2878,당기순이익(손실),,20210101-20210930,51136105226.0,20221111001023,분기보고서 (2022.09),20221111,2022-11-11,298040,1316245,효성중공업,,
2879,당기순이익(손실),,20230701-20230930,109915710486.0,20231114002308,분기보고서 (2023.09),20231114,2023-11-14,047040,124540,대우건설,,
2880,총포괄손익,,20230701-20230930,118836452262.0,20231114002308,분기보고서 (2023.09),20231114,2023-11-14,047040,124540,대우건설,,
2881,당기순이익(손실),,20230101-20230930,412220298573.0,20231114002308,분기보고서 (2023.09),20231114,2023-11-14,047040,124540,대우건설,,
2882,총포괄손익,,20230101-20230930,374091489889.0,20231114002308,분기보고서 (2023.09),20231114,2023-11-14,047040,124540,대우건설,,
2883,당기순이익(손실),,20220701-20220930,174349778584.0,20231114002308,분기보고서 (2023.09),20231114,2023-11-14,047040,124540,대우건설,,
2884,총포괄손익,,20220701-20220930,252384468153.0,20231114002308,분기보고서 (2023.09),20231114,2023-11-14,047040,124540,대우건설,,
2885,당기순이익(손실),,20220101-20220930,396390832113.0,20231114002308,분기보고서 (2023.09),20231114,2023-11-14,047040,124540,대우건설,,
2886,총포괄손익,,20220101-20220930,519740227446.0,20231114002308,분기보고서 (2023.09),20231114,2023-11-14,047040,124540,대우건설,,
2891,당기순이익(손실),,20230101-20230331,98253292297.0,20230515002330,분기보고서 (2023.03),20230515,2023-05-15,047040,124540,대우건설,,
2892,당기순이익(손실),,20220101-20220331,173619538488.0,20230515002330,분기보고서 (2023.03),20230515,2023-05-15,047040,124540,대우건설,,
2896,당기순이익(손실),,20220701-20220930,174349778584.0,20221114002276,[기재정정]분기보고서 (2022.09),20221114,2022-11-14,047040,124540,대우건설,,
2897,당기순이익(손실),,20220101-20220930,396390832113.0,20221114002276,[기재정정]분기보고서 (2022.09),20221114,2022-11-14,047040,124540,대우건설,,
2898,당기순이익(손실),,20210701-20210930,89426524446.0,20221114002276,[기재정정]분기보고서 (2022.09),20221114,2022-11-14,047040,124540,대우건설,,
2899,당기순이익(손실),,20210101-20210930,376308122791.0,20221114002276,[기재정정]분기보고서 (2022.09),20221114,2022-11-14,047040,124540,대우건설,,
2900,당기순이익(손실),,20220701-20220930,174349778584.0,20221114001581,분기보고서 (2022.09),20221114,2022-11-14,047040,124540,대우건설,,
2901,당기순이익(손실),,20220101-20220930,396390832113.0,20221114001581,분기보고서 (2022.09),20221114,2022-11-14,047040,124540,대우건설,,
2902,당기순이익(손실),,20210701-20210930,89426524446.0,20221114001581,분기보고서 (2022.09),20221114,2022-11-14,047040,124540,대우건설,,
2903,당기순이익(손실),,20210101-20210930,376308122791.0,20221114001581,분기보고서 (2022.09),20221114,2022-11-14,047040,124540,대우건설,,
2908,당기순이익(손실),,20220101-20220331,173619538488.0,20220516000843,분기보고서 (2022.03),20220516,2022-05-16,047040,124540,대우건설,,
2909,당기순이익(손실),,20210101-20210331,147861347529.0,20220516000843,분기보고서 (2022.03),20220516,2022-05-16,047040,124540,대우건설,,
2910,당기순이익(손실),,20230701-20230930,24075588829.0,20231114001752,[첨부추가]분기보고서 (2023.09),20231114,2023-11-14,145720,526599,덴티움,,
2911,총포괄손익,,20230701-20230930,25256157431.0,20231114001752,[첨부추가]분기보고서 (2023.09),20231114,2023-11-14,145720,526599,덴티움,,
2912,당기순이익(손실),,20230101-20230930,62549807267.0,20231114001752,[첨부추가]분기보고서 (2023.09),20231114,2023-11-14,145720,526599,덴티움,,
2913,총포괄손익,,20230101-20230930,63144746940.0,20231114001752,[첨부추가]분기보고서 (2023.09),20231114,2023-11-14,145720,526599,덴티움,,
2914,당기순이익(손실),,20220701-20220930,24567964045.0,20231114001752,[첨부추가]분기보고서 (2023.09),20231114,2023-11-14,145720,526599,덴티움,,
2915,총포괄손익,,20220701-20220930,33515754515.0,20231114001752,[첨부추가]분기보고서 (2023.09),20231114,2023-11-14,145720,526599,덴티움,,
2916,당기순이익(손실),,20220101-20220930,76426961397.0,20231114001752,[첨부추가]분기보고서 (2023.09),20231114,2023-11-14,145720,526599,덴티움,,
