,label_ko,class3,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name,comment,class4
1060,당기순이익(손실),,20220101-20220930,275147674530.0,20231114001968,분기보고서 (2023.09),20231114,2023-11-14,383220,1568413,F&F,,
1061,총포괄손익,,20220101-20220930,283470539287.0,20231114001968,분기보고서 (2023.09),20231114,2023-11-14,383220,1568413,F&F,,
1074,당기순이익(손실),,20230101-20230331,118885450197.0,20230515001879,분기보고서 (2023.03),20230515,2023-05-15,383220,1568413,F&F,,
1075,총포괄손익,,20230101-20230331,119078167382.0,20230515001879,분기보고서 (2023.03),20230515,2023-05-15,383220,1568413,F&F,,
1076,당기순이익(손실),,20220101-20220331,96440058583.0,20230515001879,분기보고서 (2023.03),20230515,2023-05-15,383220,1568413,F&F,,
1077,총포괄손익,,20220101-20220331,97048451424.0,20230515001879,분기보고서 (2023.03),20230515,2023-05-15,383220,1568413,F&F,,
1082,당기순이익(손실),,20220701-20220930,109461917878.0,20221114001970,분기보고서 (2022.09),20221114,2022-11-14,383220,1568413,F&F,,
1083,총포괄손익,,20220701-20220930,117440734741.0,20221114001970,분기보고서 (2022.09),20221114,2022-11-14,383220,1568413,F&F,,
1084,당기순이익(손실),,20220101-20220930,275147674530.0,20221114001970,분기보고서 (2022.09),20221114,2022-11-14,383220,1568413,F&F,,
1085,총포괄손익,,20220101-20220930,283470539287.0,20221114001970,분기보고서 (2022.09),20221114,2022-11-14,383220,1568413,F&F,,
1086,당기순이익(손실),,20210701-20210930,71105698169.0,20221114001970,분기보고서 (2022.09),20221114,2022-11-14,383220,1568413,F&F,,
1087,총포괄손익,,20210701-20210930,72026693076.0,20221114001970,분기보고서 (2022.09),20221114,2022-11-14,383220,1568413,F&F,,
1088,당기순이익(손실),,20210501-20210930,102862695013.0,20221114001970,분기보고서 (2022.09),20221114,2022-11-14,383220,1568413,F&F,,
1089,총포괄손익,,20210501-20210930,104095466405.0,20221114001970,분기보고서 (2022.09),20221114,2022-11-14,383220,1568413,F&F,,
1096,당기순이익(손실),,20220101-20220331,96440058583.0,20220516002409,분기보고서 (2022.03),20220516,2022-05-16,383220,1568413,F&F,,
1097,총포괄손익,,20220101-20220331,97048451424.0,20220516002409,분기보고서 (2022.03),20220516,2022-05-16,383220,1568413,F&F,,
1098,당기순이익(손실),,20230701-20230930,109692015057.0,20231114000580,분기보고서 (2023.09),20231114,2023-11-14,271560,1238169,오리온,,
1099,총포괄손익,,20230701-20230930,122442749349.0,20231114000580,분기보고서 (2023.09),20231114,2023-11-14,271560,1238169,오리온,,
1100,당기순이익(손실),,20230101-20230930,270859404368.0,20231114000580,분기보고서 (2023.09),20231114,2023-11-14,271560,1238169,오리온,,
1101,총포괄손익,,20230101-20230930,273073953965.0,20231114000580,분기보고서 (2023.09),20231114,2023-11-14,271560,1238169,오리온,,
1102,당기순이익(손실),,20220701-20220930,86709100896.0,20231114000580,분기보고서 (2023.09),20231114,2023-11-14,271560,1238169,오리온,,
1103,총포괄손익,,20220701-20220930,177537087629.0,20231114000580,분기보고서 (2023.09),20231114,2023-11-14,271560,1238169,오리온,,
1104,당기순이익(손실),,20220101-20220930,234817228482.0,20231114000580,분기보고서 (2023.09),20231114,2023-11-14,271560,1238169,오리온,,
1105,총포괄손익,,20220101-20220930,478746537317.0,20231114000580,분기보고서 (2023.09),20231114,2023-11-14,271560,1238169,오리온,,
1114,당기순이익(손실),,20230101-20230331,77690774573.0,20230515000420,분기보고서 (2023.03),20230515,2023-05-15,271560,1238169,오리온,,
1115,총포괄손익,,20230101-20230331,153315427841.0,20230515000420,분기보고서 (2023.03),20230515,2023-05-15,271560,1238169,오리온,,
1116,당기순이익(손실),,20220101-20220331,77241842902.0,20230515000420,분기보고서 (2023.03),20230515,2023-05-15,271560,1238169,오리온,,
1117,총포괄손익,,20220101-20220331,100748193406.0,20230515000420,분기보고서 (2023.03),20230515,2023-05-15,271560,1238169,오리온,,
1124,당기순이익(손실),,20220701-20220930,86709100896.0,20221114000085,분기보고서 (2022.09),20221114,2022-11-14,271560,1238169,오리온,,
1125,총포괄손익,,20220701-20220930,177537087629.0,20221114000085,분기보고서 (2022.09),20221114,2022-11-14,271560,1238169,오리온,,
1126,당기순이익(손실),,20220101-20220930,234817228482.0,20221114000085,분기보고서 (2022.09),20221114,2022-11-14,271560,1238169,오리온,,
1127,총포괄손익,,20220101-20220930,478746537317.0,20221114000085,분기보고서 (2022.09),20221114,2022-11-14,271560,1238169,오리온,,
1128,당기순이익(손실),,20210701-20210930,76943444709.0,20221114000085,분기보고서 (2022.09),20221114,2022-11-14,271560,1238169,오리온,,
1129,총포괄손익,,20210701-20210930,156456796511.0,20221114000085,분기보고서 (2022.09),20221114,2022-11-14,271560,1238169,오리온,,
1130,당기순이익(손실),,20210101-20210930,188136380223.0,20221114000085,분기보고서 (2022.09),20221114,2022-11-14,271560,1238169,오리온,,
1131,총포괄손익,,20210101-20210930,330882715656.0,20221114000085,분기보고서 (2022.09),20221114,2022-11-14,271560,1238169,오리온,,
1140,당기순이익(손실),,20220101-20220331,77241842902.0,20220516001274,분기보고서 (2022.03),20220516,2022-05-16,271560,1238169,오리온,,
1141,총포괄손익,,20220101-20220331,100748193406.0,20220516001274,분기보고서 (2022.03),20220516,2022-05-16,271560,1238169,오리온,,
1142,당기순이익(손실),,20210101-20210331,71694402119.0,20220516001274,분기보고서 (2022.03),20220516,2022-05-16,271560,1238169,오리온,,
1143,총포괄손익,,20210101-20210331,119989203415.0,20220516001274,분기보고서 (2022.03),20220516,2022-05-16,271560,1238169,오리온,,
1144,당기순이익(손실),,20230701-20230930,52915647862.0,20231114002062,분기보고서 (2023.09),20231114,2023-11-14,047810,309503,한국항공우주,,
1145,총포괄손익,,20230701-20230930,53014319563.0,20231114002062,분기보고서 (2023.09),20231114,2023-11-14,047810,309503,한국항공우주,,
1146,당기순이익(손실),,20230101-20230930,92458885849.0,20231114002062,분기보고서 (2023.09),20231114,2023-11-14,047810,309503,한국항공우주,,
1147,총포괄손익,,20230101-20230930,92636068649.0,20231114002062,분기보고서 (2023.09),20231114,2023-11-14,047810,309503,한국항공우주,,
1148,당기순이익(손실),,20220701-20220930,52160767837.0,20231114002062,분기보고서 (2023.09),20231114,2023-11-14,047810,309503,한국항공우주,,
1149,총포괄손익,,20220701-20220930,52305149984.0,20231114002062,분기보고서 (2023.09),20231114,2023-11-14,047810,309503,한국항공우주,,
1150,당기순이익(손실),,20220101-20220930,139093354579.0,20231114002062,분기보고서 (2023.09),20231114,2023-11-14,047810,309503,한국항공우주,,
1151,총포괄손익,,20220101-20220930,139345294341.0,20231114002062,분기보고서 (2023.09),20231114,2023-11-14,047810,309503,한국항공우주,,
1155,총포괄손익,,20220701-20220930,52305149984.0,20221114001281,분기보고서 (2022.09),20221114,2022-11-14,047810,309503,한국항공우주,,
1156,총포괄손익,,20220101-20220930,139345294341.0,20221114001281,분기보고서 (2022.09),20221114,2022-11-14,047810,309503,한국항공우주,,
1157,총포괄손익,,20210701-20210930,7027169003.0,20221114001281,분기보고서 (2022.09),20221114,2022-11-14,047810,309503,한국항공우주,,
1158,총포괄손익,,20210101-20210930,72839681852.0,20221114001281,분기보고서 (2022.09),20221114,2022-11-14,047810,309503,한국항공우주,,
1159,총포괄손익,,20230701-20230930,303190893205.0,20231114000510,분기보고서 (2023.09),20231114,2023-11-14,161390,937324,한국타이어앤테크놀로지,,
1160,총포괄손익,,20230101-20230930,790883746635.0,20231114000510,분기보고서 (2023.09),20231114,2023-11-14,161390,937324,한국타이어앤테크놀로지,,
1161,총포괄손익,,20220701-20220930,484142597121.0,20231114000510,분기보고서 (2023.09),20231114,2023-11-14,161390,937324,한국타이어앤테크놀로지,,
1162,총포괄손익,,20220101-20220930,1015357624928.0,20231114000510,분기보고서 (2023.09),20231114,2023-11-14,161390,937324,한국타이어앤테크놀로지,,
1167,당기순이익(손실),,20230101-20230331,95872825755.0,20230515001970,분기보고서 (2023.03),20230515,2023-05-15,161390,937324,한국타이어앤테크놀로지,,
1168,당기순이익(손실),,20220101-20220331,112753947002.0,20230515001970,분기보고서 (2023.03),20230515,2023-05-15,161390,937324,한국타이어앤테크놀로지,,
1175,당기순이익(손실),,20220701-20220930,230558412203.0,20221114001472,분기보고서 (2022.09),20221114,2022-11-14,161390,937324,한국타이어앤테크놀로지,,
1176,당기순이익(손실),,20220101-20220930,657519145034.0,20221114001472,분기보고서 (2022.09),20221114,2022-11-14,161390,937324,한국타이어앤테크놀로지,,
1177,당기순이익(손실),,20210701-20210930,185531800261.0,20221114001472,분기보고서 (2022.09),20221114,2022-11-14,161390,937324,한국타이어앤테크놀로지,,
1178,당기순이익(손실),,20210101-20210930,521971362215.0,20221114001472,분기보고서 (2022.09),20221114,2022-11-14,161390,937324,한국타이어앤테크놀로지,,
1183,당기순이익(손실),,20220101-20220331,103132412204.0,20220516001472,분기보고서 (2022.03),20220516,2022-05-16,161390,937324,한국타이어앤테크놀로지,,
1184,당기순이익(손실),,20210101-20210331,174881463355.0,20220516001472,분기보고서 (2022.03),20220516,2022-05-16,161390,937324,한국타이어앤테크놀로지,,
1199,당기순이익(손실),,20230101-20230331,49317435000.0,20230515002270,분기보고서 (2023.03),20230515,2023-05-15,097950,635134,CJ제일제당,,
1200,총포괄손익,,20230101-20230331,326568389000.0,20230515002270,분기보고서 (2023.03),20230515,2023-05-15,097950,635134,CJ제일제당,,
1201,당기순이익(손실),,20220101-20220331,247869311000.0,20230515002270,분기보고서 (2023.03),20230515,2023-05-15,097950,635134,CJ제일제당,,
1202,총포괄손익,,20220101-20220331,453795535000.0,20230515002270,분기보고서 (2023.03),20230515,2023-05-15,097950,635134,CJ제일제당,,
1215,당기순이익(손실),,20220701-20220930,225804884000.0,20221114002160,분기보고서 (2022.09),20221114,2022-11-14,097950,635134,CJ제일제당,,
1216,총포괄손익,,20220701-20220930,924767830000.0,20221114002160,분기보고서 (2022.09),20221114,2022-11-14,097950,635134,CJ제일제당,,
1217,당기순이익(손실),,20220101-20220930,726358494000.0,20221114002160,분기보고서 (2022.09),20221114,2022-11-14,097950,635134,CJ제일제당,,
1218,총포괄손익,,20220101-20220930,1902841823000.0,20221114002160,분기보고서 (2022.09),20221114,2022-11-14,097950,635134,CJ제일제당,,
1219,당기순이익(손실),,20210701-20210930,211221770000.0,20221114002160,분기보고서 (2022.09),20221114,2022-11-14,097950,635134,CJ제일제당,,
1220,총포괄손익,,20210701-20210930,512225125000.0,20221114002160,분기보고서 (2022.09),20221114,2022-11-14,097950,635134,CJ제일제당,,
1221,당기순이익(손실),,20210101-20210930,691445915000.0,20221114002160,분기보고서 (2022.09),20221114,2022-11-14,097950,635134,CJ제일제당,,
1222,총포괄손익,,20210101-20210930,1367550412000.0,20221114002160,분기보고서 (2022.09),20221114,2022-11-14,097950,635134,CJ제일제당,,
1231,당기순이익(손실),,20220101-20220331,247869311000.0,20220516001702,[첨부추가]분기보고서 (2022.03),20220516,2022-05-16,097950,635134,CJ제일제당,,
1232,총포괄손익,,20220101-20220331,453795535000.0,20220516001702,[첨부추가]분기보고서 (2022.03),20220516,2022-05-16,097950,635134,CJ제일제당,,
1233,당기순이익(손실),,20210101-20210331,218761979000.0,20220516001702,[첨부추가]분기보고서 (2022.03),20220516,2022-05-16,097950,635134,CJ제일제당,,
1234,총포괄손익,,20210101-20210331,503810936000.0,20220516001702,[첨부추가]분기보고서 (2022.03),20220516,2022-05-16,097950,635134,CJ제일제당,,
1235,총포괄손익,,20230701-20230930,239013822285.0,20231116000433,[기재정정]분기보고서 (2023.09),20231116,2023-11-16,180640,983040,한진칼,,
1236,총포괄손익,,20230101-20230930,374304207789.0,20231116000433,[기재정정]분기보고서 (2023.09),20231116,2023-11-16,180640,983040,한진칼,,
1237,총포괄손익,,20220701-20220930,115570096155.0,20231116000433,[기재정정]분기보고서 (2023.09),20231116,2023-11-16,180640,983040,한진칼,,
1238,총포괄손익,,20220101-20220930,751347208603.0,20231116000433,[기재정정]분기보고서 (2023.09),20231116,2023-11-16,180640,983040,한진칼,,
1239,총포괄손익,,20230701-20230930,239013822285.0,20231114002661,분기보고서 (2023.09),20231114,2023-11-14,180640,983040,한진칼,,
1240,총포괄손익,,20230101-20230930,374304207789.0,20231114002661,분기보고서 (2023.09),20231114,2023-11-14,180640,983040,한진칼,,
1241,총포괄손익,,20220701-20220930,115570096155.0,20231114002661,분기보고서 (2023.09),20231114,2023-11-14,180640,983040,한진칼,,
1242,총포괄손익,,20220101-20220930,751347208603.0,20231114002661,분기보고서 (2023.09),20231114,2023-11-14,180640,983040,한진칼,,
1247,총포괄손익,,20230101-20230331,51068456011.0,20230515002432,분기보고서 (2023.03),20230515,2023-05-15,180640,983040,한진칼,,
1248,총포괄손익,,20220101-20220331,90606599033.0,20230515002432,분기보고서 (2023.03),20230515,2023-05-15,180640,983040,한진칼,,
1261,총포괄손익,,20220701-20220930,115570096155.0,20221111001027,분기보고서 (2022.09),20221111,2022-11-11,180640,983040,한진칼,,
1262,총포괄손익,,20220101-20220930,751347208603.0,20221111001027,분기보고서 (2022.09),20221111,2022-11-11,180640,983040,한진칼,,
1263,총포괄손익,,20210701-20210930,-54685735209.0,20221111001027,분기보고서 (2022.09),20221111,2022-11-11,180640,983040,한진칼,,
1264,총포괄손익,,20210101-20210930,-210939463667.0,20221111001027,분기보고서 (2022.09),20221111,2022-11-11,180640,983040,한진칼,,
1273,총포괄손익,,20220101-20220331,90606599033.0,20220516002130,분기보고서 (2022.03),20220516,2022-05-16,180640,983040,한진칼,,
1274,총포괄손익,,20210101-20210331,-95071598781.0,20220516002130,분기보고서 (2022.03),20220516,2022-05-16,180640,983040,한진칼,,
1275,당기순이익(손실),,20230701-20230930,129241738781.0,20231114001570,분기보고서 (2023.09),20231114,2023-11-14,004020,145880,현대제철,,
1276,총포괄손익,,20230701-20230930,157042000108.0,20231114001570,분기보고서 (2023.09),20231114,2023-11-14,004020,145880,현대제철,,
1277,당기순이익(손실),,20230101-20230930,640457886626.0,20231114001570,분기보고서 (2023.09),20231114,2023-11-14,004020,145880,현대제철,,
1278,총포괄손익,,20230101-20230930,803391428220.0,20231114001570,분기보고서 (2023.09),20231114,2023-11-14,004020,145880,현대제철,,
1279,당기순이익(손실),,20220701-20220930,263808774499.0,20231114001570,분기보고서 (2023.09),20231114,2023-11-14,004020,145880,현대제철,,
1280,총포괄손익,,20220701-20220930,209940092694.0,20231114001570,분기보고서 (2023.09),20231114,2023-11-14,004020,145880,현대제철,,
1281,당기순이익(손실),,20220101-20220930,1318535236733.0,20231114001570,분기보고서 (2023.09),20231114,2023-11-14,004020,145880,현대제철,,
1282,총포괄손익,,20220101-20220930,1101920919706.0,20231114001570,분기보고서 (2023.09),20231114,2023-11-14,004020,145880,현대제철,,
1286,당기순이익(손실),,20230701-20230930,-42367931247.0,20231114001418,분기보고서 (2023.09),20231114,2023-11-14,018880,161125,한온시스템,,
1287,총포괄손익,,20230701-20230930,-6339168203.0,20231114001418,분기보고서 (2023.09),20231114,2023-11-14,018880,161125,한온시스템,,
1288,당기순이익(손실),,20230101-20230930,113481431342.0,20231114001418,분기보고서 (2023.09),20231114,2023-11-14,018880,161125,한온시스템,,
1289,총포괄손익,,20230101-20230930,423295070794.0,20231114001418,분기보고서 (2023.09),20231114,2023-11-14,018880,161125,한온시스템,,
1290,당기순이익(손실),,20220701-20220930,19061886201.0,20231114001418,분기보고서 (2023.09),20231114,2023-11-14,018880,161125,한온시스템,,
1291,총포괄손익,,20220701-20220930,147664468827.0,20231114001418,분기보고서 (2023.09),20231114,2023-11-14,018880,161125,한온시스템,,
1292,당기순이익(손실),,20220101-20220930,55919200001.0,20231114001418,분기보고서 (2023.09),20231114,2023-11-14,018880,161125,한온시스템,,
1293,총포괄손익,,20220101-20220930,233307732135.0,20231114001418,분기보고서 (2023.09),20231114,2023-11-14,018880,161125,한온시스템,,
1298,총포괄손익,,20230101-20230331,182984239843.0,20230515001593,분기보고서 (2023.03),20230515,2023-05-15,018880,161125,한온시스템,,
1299,총포괄손익,,20220101-20220331,42076623529.0,20230515001593,분기보고서 (2023.03),20230515,2023-05-15,018880,161125,한온시스템,,
1306,총포괄손익,,20220701-20220930,147664468827.0,20221114000684,분기보고서 (2022.09),20221114,2022-11-14,018880,161125,한온시스템,,
1307,총포괄손익,,20220101-20220930,233307732135.0,20221114000684,분기보고서 (2022.09),20221114,2022-11-14,018880,161125,한온시스템,,
1308,총포괄손익,,20210701-20210930,131998801634.0,20221114000684,분기보고서 (2022.09),20221114,2022-11-14,018880,161125,한온시스템,,
1309,총포괄손익,,20210101-20210930,353580903539.0,20221114000684,분기보고서 (2022.09),20221114,2022-11-14,018880,161125,한온시스템,,
1314,총포괄손익,,20220101-20220331,42076623529.0,20220516001050,분기보고서 (2022.03),20220516,2022-05-16,018880,161125,한온시스템,,
1315,총포괄손익,,20210101-20210331,105685230653.0,20220516001050,분기보고서 (2022.03),20220516,2022-05-16,018880,161125,한온시스템,,
1316,당기순이익(손실),,20230701-20230930,74127998944.0,20231114002377,분기보고서 (2023.09),20231114,2023-11-14,035250,255619,강원랜드,,
1317,총포괄손익,,20230701-20230930,88959356925.0,20231114002377,분기보고서 (2023.09),20231114,2023-11-14,035250,255619,강원랜드,,
1318,당기순이익(손실),,20230101-20230930,267159018787.0,20231114002377,분기보고서 (2023.09),20231114,2023-11-14,035250,255619,강원랜드,,
1319,총포괄손익,,20230101-20230930,285418620897.0,20231114002377,분기보고서 (2023.09),20231114,2023-11-14,035250,255619,강원랜드,,
1320,당기순이익(손실),,20220701-20220930,74695916568.0,20231114002377,분기보고서 (2023.09),20231114,2023-11-14,035250,255619,강원랜드,,
1321,총포괄손익,,20220701-20220930,73852872932.0,20231114002377,분기보고서 (2023.09),20231114,2023-11-14,035250,255619,강원랜드,,
1322,당기순이익(손실),,20220101-20220930,106397424729.0,20231114002377,분기보고서 (2023.09),20231114,2023-11-14,035250,255619,강원랜드,,
1323,총포괄손익,,20220101-20220930,104385410089.0,20231114002377,분기보고서 (2023.09),20231114,2023-11-14,035250,255619,강원랜드,,
1332,당기순이익(손실),,20230101-20230331,101534426758.0,20230515002375,분기보고서 (2023.03),20230515,2023-05-15,035250,255619,강원랜드,,
1333,총포괄손익,,20230101-20230331,93929766813.0,20230515002375,분기보고서 (2023.03),20230515,2023-05-15,035250,255619,강원랜드,,
1334,당기순이익(손실),,20220101-20220331,-5845906749.0,20230515002375,분기보고서 (2023.03),20230515,2023-05-15,035250,255619,강원랜드,,
1335,총포괄손익,,20220101-20220331,-6443934390.0,20230515002375,분기보고서 (2023.03),20230515,2023-05-15,035250,255619,강원랜드,,
1336,총포괄손익,,20220701-20220930,73852872932.0,20221114001247,분기보고서 (2022.09),20221114,2022-11-14,035250,255619,강원랜드,,
1337,총포괄손익,,20220101-20220930,104385410089.0,20221114001247,분기보고서 (2022.09),20221114,2022-11-14,035250,255619,강원랜드,,
1338,총포괄손익,,20210701-20210930,20109618162.0,20221114001247,분기보고서 (2022.09),20221114,2022-11-14,035250,255619,강원랜드,,
1339,총포괄손익,,20210101-20210930,-561636507.0,20221114001247,분기보고서 (2022.09),20221114,2022-11-14,035250,255619,강원랜드,,
1344,당기순이익(손실),,20220101-20220331,-5845906749.0,20220516000510,분기보고서 (2022.03),20220516,2022-05-16,035250,255619,강원랜드,,
1345,총포괄손익,,20220101-20220331,-6443934390.0,20220516000510,분기보고서 (2022.03),20220516,2022-05-16,035250,255619,강원랜드,,
1346,당기순이익(손실),,20210101-20210331,-40899772290.0,20220516000510,분기보고서 (2022.03),20220516,2022-05-16,035250,255619,강원랜드,,
1347,총포괄손익,,20210101-20210331,-41468027364.0,20220516000510,분기보고서 (2022.03),20220516,2022-05-16,035250,255619,강원랜드,,
1348,당기순이익(손실),,20230701-20230930,103666345353.0,20231114002566,분기보고서 (2023.09),20231114,2023-11-14,011780,106368,금호석유화학,,
1349,총포괄손익,,20230701-20230930,90374621047.0,20231114002566,분기보고서 (2023.09),20231114,2023-11-14,011780,106368,금호석유화학,,
1350,당기순이익(손실),,20230101-20230930,353741727372.0,20231114002566,분기보고서 (2023.09),20231114,2023-11-14,011780,106368,금호석유화학,,
1351,총포괄손익,,20230101-20230930,324432331154.0,20231114002566,분기보고서 (2023.09),20231114,2023-11-14,011780,106368,금호석유화학,,
1352,당기순이익(손실),,20220701-20220930,210819225459.0,20231114002566,분기보고서 (2023.09),20231114,2023-11-14,011780,106368,금호석유화학,,
1353,총포괄손익,,20220701-20220930,172799747015.0,20231114002566,분기보고서 (2023.09),20231114,2023-11-14,011780,106368,금호석유화학,,
1354,당기순이익(손실),,20220101-20220930,871046931060.0,20231114002566,분기보고서 (2023.09),20231114,2023-11-14,011780,106368,금호석유화학,,
1355,총포괄손익,,20220101-20220930,832335313779.0,20231114002566,분기보고서 (2023.09),20231114,2023-11-14,011780,106368,금호석유화학,,
1364,당기순이익(손실),,20230101-20230331,132637510167.0,20230522000193,[기재정정]분기보고서 (2023.03),20230522,2023-05-22,011780,106368,금호석유화학,,
1365,총포괄손익,,20230101-20230331,125696332286.0,20230522000193,[기재정정]분기보고서 (2023.03),20230522,2023-05-22,011780,106368,금호석유화학,,
1366,당기순이익(손실),,20220101-20220331,373297617759.0,20230522000193,[기재정정]분기보고서 (2023.03),20230522,2023-05-22,011780,106368,금호석유화학,,
1367,총포괄손익,,20220101-20220331,411699653824.0,20230522000193,[기재정정]분기보고서 (2023.03),20230522,2023-05-22,011780,106368,금호석유화학,,
1368,당기순이익(손실),,20230101-20230331,132637510167000.0,20230515002457,분기보고서 (2023.03),20230515,2023-05-15,011780,106368,금호석유화학,,
1369,총포괄손익,,20230101-20230331,125696332286000.0,20230515002457,분기보고서 (2023.03),20230515,2023-05-15,011780,106368,금호석유화학,,
1370,당기순이익(손실),,20220101-20220331,373297617759000.0,20230515002457,분기보고서 (2023.03),20230515,2023-05-15,011780,106368,금호석유화학,,
1371,총포괄손익,,20220101-20220331,411699653824000.0,20230515002457,분기보고서 (2023.03),20230515,2023-05-15,011780,106368,금호석유화학,,
1378,당기순이익(손실),,20220701-20220930,210819225459.0,20221114001967,분기보고서 (2022.09),20221114,2022-11-14,011780,106368,금호석유화학,,
1379,총포괄손익,,20220701-20220930,172799747015.0,20221114001967,분기보고서 (2022.09),20221114,2022-11-14,011780,106368,금호석유화학,,
1380,당기순이익(손실),,20220101-20220930,871046931060.0,20221114001967,분기보고서 (2022.09),20221114,2022-11-14,011780,106368,금호석유화학,,
1381,총포괄손익,,20220101-20220930,832335313779.0,20221114001967,분기보고서 (2022.09),20221114,2022-11-14,011780,106368,금호석유화학,,
1382,당기순이익(손실),,20210701-20210930,604644584894.0,20221114001967,분기보고서 (2022.09),20221114,2022-11-14,011780,106368,금호석유화학,,
1383,총포괄손익,,20210701-20210930,651232779537.0,20221114001967,분기보고서 (2022.09),20221114,2022-11-14,011780,106368,금호석유화학,,
1384,당기순이익(손실),,20210101-20210930,1663280712524.0,20221114001967,분기보고서 (2022.09),20221114,2022-11-14,011780,106368,금호석유화학,,
1385,총포괄손익,,20210101-20210930,1771111146494.0,20221114001967,분기보고서 (2022.09),20221114,2022-11-14,011780,106368,금호석유화학,,
1394,당기순이익(손실),,20220101-20220331,373297617759.0,20220516002229,분기보고서 (2022.03),20220516,2022-05-16,011780,106368,금호석유화학,,
1395,총포괄손익,,20220101-20220331,411699653824.0,20220516002229,분기보고서 (2022.03),20220516,2022-05-16,011780,106368,금호석유화학,,
1396,당기순이익(손실),,20210101-20210331,475569304419.0,20220516002229,분기보고서 (2022.03),20220516,2022-05-16,011780,106368,금호석유화학,,
1397,총포괄손익,,20210101-20210331,513626954052.0,20220516002229,분기보고서 (2022.03),20220516,2022-05-16,011780,106368,금호석유화학,,
1398,총포괄손익,,20230701-20230930,52682937328.0,20231114002592,분기보고서 (2023.09),20231114,2023-11-14,128940,828497,한미약품,,
1399,총포괄손익,,20230101-20230930,117651952314.0,20231114002592,분기보고서 (2023.09),20231114,2023-11-14,128940,828497,한미약품,,
1400,총포괄손익,,20220701-20220930,46132717537.0,20231114002592,분기보고서 (2023.09),20231114,2023-11-14,128940,828497,한미약품,,
1401,총포괄손익,,20220101-20220930,104728762143.0,20231114002592,분기보고서 (2023.09),20231114,2023-11-14,128940,828497,한미약품,,
1406,총포괄손익,,20230101-20230331,68343006444.0,20230515002581,분기보고서 (2023.03),20230515,2023-05-15,128940,828497,한미약품,,
1407,총포괄손익,,20220101-20220331,31946465391.0,20230515002581,분기보고서 (2023.03),20230515,2023-05-15,128940,828497,한미약품,,
1411,총포괄손익,,20220701-20220930,46132717537.0,20221114002551,[첨부추가]분기보고서 (2022.09),20221114,2022-11-14,128940,828497,한미약품,,
1412,총포괄손익,,20220101-20220930,104728762143.0,20221114002551,[첨부추가]분기보고서 (2022.09),20221114,2022-11-14,128940,828497,한미약품,,
1413,총포괄손익,,20210701-20210930,39682170395.0,20221114002551,[첨부추가]분기보고서 (2022.09),20221114,2022-11-14,128940,828497,한미약품,,
1414,총포괄손익,,20210101-20210930,85626709098.0,20221114002551,[첨부추가]분기보고서 (2022.09),20221114,2022-11-14,128940,828497,한미약품,,
1415,총포괄손익,,20220101-20220331,31946465391.0,20220516002199,분기보고서 (2022.03),20220516,2022-05-16,128940,828497,한미약품,,
1416,총포괄손익,,20210101-20210331,32120640726.0,20220516002199,분기보고서 (2022.03),20220516,2022-05-16,128940,828497,한미약품,,
1420,총포괄손익,,20220101-20220331,215418000000.0,20220516002639,분기보고서 (2022.03),20220516,2022-05-16,000720,164478,현대건설,,
1421,총포괄손익,,20210101-20210331,254208000000.0,20220516002639,분기보고서 (2022.03),20220516,2022-05-16,000720,164478,현대건설,,
1422,당기순이익(손실),,20230701-20230930,-65361750506.0,20231114000686,분기보고서 (2023.09),20231114,2023-11-14,011790,139889,SKC,,
1423,총포괄손익,,20230701-20230930,-64473552639.0,20231114000686,분기보고서 (2023.09),20231114,2023-11-14,011790,139889,SKC,,
1424,당기순이익(손실),,20230101-20230930,-182279282390.0,20231114000686,분기보고서 (2023.09),20231114,2023-11-14,011790,139889,SKC,,
1425,총포괄손익,,20230101-20230930,-101149281637.0,20231114000686,분기보고서 (2023.09),20231114,2023-11-14,011790,139889,SKC,,
1426,당기순이익(손실),,20220701-20220930,-9930838724.0,20231114000686,분기보고서 (2023.09),20231114,2023-11-14,011790,139889,SKC,,
1427,총포괄손익,,20220701-20220930,64019450992.0,20231114000686,분기보고서 (2023.09),20231114,2023-11-14,011790,139889,SKC,,
1428,당기순이익(손실),,20220101-20220930,199896005127.0,20231114000686,분기보고서 (2023.09),20231114,2023-11-14,011790,139889,SKC,,
1429,총포괄손익,,20220101-20220930,317373822945.0,20231114000686,분기보고서 (2023.09),20231114,2023-11-14,011790,139889,SKC,,
1438,총포괄손익,,20230101-20230331,-36314463533.0,20230515001986,분기보고서 (2023.03),20230515,2023-05-15,011790,139889,SKC,,
1439,총포괄손익,,20220101-20220331,99703278751.0,20230515001986,분기보고서 (2023.03),20230515,2023-05-15,011790,139889,SKC,,
1446,당기순이익(손실),,20220701-20220930,-9930838724.0,20221114001511,분기보고서 (2022.09),20221114,2022-11-14,011790,139889,SKC,,
1447,총포괄손익,,20220701-20220930,64019450992.0,20221114001511,분기보고서 (2022.09),20221114,2022-11-14,011790,139889,SKC,,
1448,당기순이익(손실),,20220101-20220930,199896005127.0,20221114001511,분기보고서 (2022.09),20221114,2022-11-14,011790,139889,SKC,,
1449,총포괄손익,,20220101-20220930,317373822945.0,20221114001511,분기보고서 (2022.09),20221114,2022-11-14,011790,139889,SKC,,
1450,당기순이익(손실),,20210701-20210930,185192168626.0,20221114001511,분기보고서 (2022.09),20221114,2022-11-14,011790,139889,SKC,,
