Unnamed: 0,label_ko,fs_date,amount,rcp_no,report_nm,rcept_dt,available_at,stock_code,corp_code,corp_name,date,fs_start_date,fs_end_date,year,quarter,end_quarter
0,수익(매출액),20230701-20230930,67404652000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-07-01,2023-09-30,2023,3,3
1,매출원가,20230701-20230930,46618726000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-07-01,2023-09-30,2023,3,3
2,매출총이익,20230701-20230930,20785926000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-07-01,2023-09-30,2023,3,3
3,판매비와관리비,20230701-20230930,18352392000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-07-01,2023-09-30,2023,3,3
4,영업이익,20230701-20230930,2433534000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-07-01,2023-09-30,2023,3,3
5,당기순이익(손실),20230701-20230930,5844171000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-07-01,2023-09-30,2023,3,3
6,기본주당이익(손실),20230701-20230930,810.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-07-01,2023-09-30,2023,3,3
7,수익(매출액),20230101-20230930,191155556000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-01-01,2023-09-30,2023,1,3
8,매출원가,20230101-20230930,134273009000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-01-01,2023-09-30,2023,1,3
9,매출총이익,20230101-20230930,56882547000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-01-01,2023-09-30,2023,1,3
10,판매비와관리비,20230101-20230930,53140288000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-01-01,2023-09-30,2023,1,3
11,영업이익,20230101-20230930,3742259000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-01-01,2023-09-30,2023,1,3
12,당기순이익(손실),20230101-20230930,9142342000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-01-01,2023-09-30,2023,1,3
13,기본주당이익(손실),20230101-20230930,1244.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2023-01-01,2023-09-30,2023,1,3
14,수익(매출액),20220701-20220930,76781680000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-07-01,2022-09-30,2022,3,3
15,매출원가,20220701-20220930,48072237000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-07-01,2022-09-30,2022,3,3
16,매출총이익,20220701-20220930,28709443000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-07-01,2022-09-30,2022,3,3
17,판매비와관리비,20220701-20220930,17857398000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-07-01,2022-09-30,2022,3,3
18,영업이익,20220701-20220930,10852045000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-07-01,2022-09-30,2022,3,3
19,당기순이익(손실),20220701-20220930,9389198000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-07-01,2022-09-30,2022,3,3
20,기본주당이익(손실),20220701-20220930,1346.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-07-01,2022-09-30,2022,3,3
21,수익(매출액),20220101-20220930,231766785000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-01-01,2022-09-30,2022,1,3
22,매출원가,20220101-20220930,141414042000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-01-01,2022-09-30,2022,1,3
23,매출총이익,20220101-20220930,90352743000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-01-01,2022-09-30,2022,1,3
24,판매비와관리비,20220101-20220930,51282244000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-01-01,2022-09-30,2022,1,3
25,영업이익,20220101-20220930,39070499000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-01-01,2022-09-30,2022,1,3
26,당기순이익(손실),20220101-20220930,31812631000000.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-01-01,2022-09-30,2022,1,3
27,기본주당이익(손실),20220101-20220930,4597.0,20231114002109,분기보고서 (2023.09),20231114,2023-11-14,005930,126380,삼성전자,2023-11-14,2022-01-01,2022-09-30,2022,1,3
28,수익(매출액),20230401-20230630,60005533000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-04-01,2023-06-30,2023,2,2
29,매출원가,20230401-20230630,41647190000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-04-01,2023-06-30,2023,2,2
30,매출총이익,20230401-20230630,18358343000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-04-01,2023-06-30,2023,2,2
31,판매비와관리비,20230401-20230630,17689796000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-04-01,2023-06-30,2023,2,2
32,영업이익,20230401-20230630,668547000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-04-01,2023-06-30,2023,2,2
33,당기순이익(손실),20230401-20230630,1723571000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-04-01,2023-06-30,2023,2,2
34,기본주당이익(손실),20230401-20230630,228.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-04-01,2023-06-30,2023,2,2
35,수익(매출액),20230101-20230630,123750904000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-01-01,2023-06-30,2023,1,2
36,매출원가,20230101-20230630,87654283000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-01-01,2023-06-30,2023,1,2
37,매출총이익,20230101-20230630,36096621000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-01-01,2023-06-30,2023,1,2
38,판매비와관리비,20230101-20230630,34787896000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-01-01,2023-06-30,2023,1,2
39,영업이익,20230101-20230630,1308725000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-01-01,2023-06-30,2023,1,2
40,당기순이익(손실),20230101-20230630,3298171000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-01-01,2023-06-30,2023,1,2
41,기본주당이익(손실),20230101-20230630,434.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2023-01-01,2023-06-30,2023,1,2
42,수익(매출액),20220401-20220630,77203607000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-04-01,2022-06-30,2022,2,2
43,매출원가,20220401-20220630,46269748000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-04-01,2022-06-30,2022,2,2
44,매출총이익,20220401-20220630,30933859000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-04-01,2022-06-30,2022,2,2
45,판매비와관리비,20220401-20220630,16836814000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-04-01,2022-06-30,2022,2,2
46,영업이익,20220401-20220630,14097045000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-04-01,2022-06-30,2022,2,2
47,당기순이익(손실),20220401-20220630,11098805000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-04-01,2022-06-30,2022,2,2
48,기본주당이익(손실),20220401-20220630,1613.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-04-01,2022-06-30,2022,2,2
49,수익(매출액),20220101-20220630,154985105000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-01-01,2022-06-30,2022,1,2
50,매출원가,20220101-20220630,93341805000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-01-01,2022-06-30,2022,1,2
51,매출총이익,20220101-20220630,61643300000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-01-01,2022-06-30,2022,1,2
52,판매비와관리비,20220101-20220630,33424846000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-01-01,2022-06-30,2022,1,2
53,영업이익,20220101-20220630,28218454000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-01-01,2022-06-30,2022,1,2
54,당기순이익(손실),20220101-20220630,22423433000000.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-01-01,2022-06-30,2022,1,2
55,기본주당이익(손실),20220101-20220630,3251.0,20230814002534,반기보고서 (2023.06),20230814,2023-08-14,005930,126380,삼성전자,2023-08-14,2022-01-01,2022-06-30,2022,1,2
56,수익(매출액),20230101-20230331,63745371000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2023-01-01,2023-03-31,2023,1,1
57,매출원가,20230101-20230331,46007093000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2023-01-01,2023-03-31,2023,1,1
58,매출총이익,20230101-20230331,17738278000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2023-01-01,2023-03-31,2023,1,1
59,판매비와관리비,20230101-20230331,17098100000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2023-01-01,2023-03-31,2023,1,1
60,영업이익,20230101-20230331,640178000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2023-01-01,2023-03-31,2023,1,1
61,당기순이익(손실),20230101-20230331,1574600000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2023-01-01,2023-03-31,2023,1,1
62,기본주당이익(손실),20230101-20230331,206.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2023-01-01,2023-03-31,2023,1,1
63,수익(매출액),20220101-20220331,77781498000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2022-01-01,2022-03-31,2022,1,1
64,매출원가,20220101-20220331,47072057000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2022-01-01,2022-03-31,2022,1,1
65,매출총이익,20220101-20220331,30709441000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2022-01-01,2022-03-31,2022,1,1
66,판매비와관리비,20220101-20220331,16588032000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2022-01-01,2022-03-31,2022,1,1
67,영업이익,20220101-20220331,14121409000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2022-01-01,2022-03-31,2022,1,1
68,당기순이익(손실),20220101-20220331,11324628000000.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2022-01-01,2022-03-31,2022,1,1
69,기본주당이익(손실),20220101-20220331,1638.0,20230515002335,분기보고서 (2023.03),20230515,2023-05-15,005930,126380,삼성전자,2023-05-15,2022-01-01,2022-03-31,2022,1,1
70,수익(매출액),20220101-20221231,302231360000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2022-01-01,2022-12-31,2022,1,4
71,매출원가,20220101-20221231,190041770000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2022-01-01,2022-12-31,2022,1,4
72,매출총이익,20220101-20221231,112189590000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2022-01-01,2022-12-31,2022,1,4
73,판매비와관리비,20220101-20221231,68812960000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2022-01-01,2022-12-31,2022,1,4
74,영업이익,20220101-20221231,43376630000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2022-01-01,2022-12-31,2022,1,4
75,당기순이익(손실),20220101-20221231,55654077000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2022-01-01,2022-12-31,2022,1,4
76,기본주당이익(손실),20220101-20221231,8057.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2022-01-01,2022-12-31,2022,1,4
77,수익(매출액),20210101-20211231,279604799000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2021-01-01,2021-12-31,2021,1,4
78,매출원가,20210101-20211231,166411342000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2021-01-01,2021-12-31,2021,1,4
79,매출총이익,20210101-20211231,113193457000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2021-01-01,2021-12-31,2021,1,4
80,판매비와관리비,20210101-20211231,61559601000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2021-01-01,2021-12-31,2021,1,4
81,영업이익,20210101-20211231,51633856000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2021-01-01,2021-12-31,2021,1,4
82,당기순이익(손실),20210101-20211231,39907450000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2021-01-01,2021-12-31,2021,1,4
83,기본주당이익(손실),20210101-20211231,5777.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2021-01-01,2021-12-31,2021,1,4
84,수익(매출액),20200101-20201231,236806988000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2020-01-01,2020-12-31,2020,1,4
85,매출원가,20200101-20201231,144488296000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2020-01-01,2020-12-31,2020,1,4
86,매출총이익,20200101-20201231,92318692000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2020-01-01,2020-12-31,2020,1,4
87,판매비와관리비,20200101-20201231,56324816000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2020-01-01,2020-12-31,2020,1,4
88,영업이익,20200101-20201231,35993876000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2020-01-01,2020-12-31,2020,1,4
89,당기순이익(손실),20200101-20201231,26407832000000.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2020-01-01,2020-12-31,2020,1,4
90,기본주당이익(손실),20200101-20201231,3841.0,20230307000542,사업보고서 (2022.12),20230307,2023-03-07,005930,126380,삼성전자,2023-03-07,2020-01-01,2020-12-31,2020,1,4
91,수익(매출액),20220701-20220930,76781680000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-07-01,2022-09-30,2022,3,3
92,매출원가,20220701-20220930,48072237000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-07-01,2022-09-30,2022,3,3
93,매출총이익,20220701-20220930,28709443000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-07-01,2022-09-30,2022,3,3
94,판매비와관리비,20220701-20220930,17857398000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-07-01,2022-09-30,2022,3,3
95,영업이익,20220701-20220930,10852045000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-07-01,2022-09-30,2022,3,3
96,당기순이익(손실),20220701-20220930,9389198000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-07-01,2022-09-30,2022,3,3
97,기본주당이익(손실),20220701-20220930,1346.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-07-01,2022-09-30,2022,3,3
98,수익(매출액),20220101-20220930,231766785000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-01-01,2022-09-30,2022,1,3
99,매출원가,20220101-20220930,141414042000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-01-01,2022-09-30,2022,1,3
100,매출총이익,20220101-20220930,90352743000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-01-01,2022-09-30,2022,1,3
101,판매비와관리비,20220101-20220930,51282244000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-01-01,2022-09-30,2022,1,3
102,영업이익,20220101-20220930,39070499000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-01-01,2022-09-30,2022,1,3
103,당기순이익(손실),20220101-20220930,31812631000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-01-01,2022-09-30,2022,1,3
104,기본주당이익(손실),20220101-20220930,4597.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2022-01-01,2022-09-30,2022,1,3
105,수익(매출액),20210701-20210930,73979187000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-07-01,2021-09-30,2021,3,3
106,매출원가,20210701-20210930,42898871000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-07-01,2021-09-30,2021,3,3
107,매출총이익,20210701-20210930,31080316000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-07-01,2021-09-30,2021,3,3
108,판매비와관리비,20210701-20210930,15262785000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-07-01,2021-09-30,2021,3,3
109,영업이익,20210701-20210930,15817531000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-07-01,2021-09-30,2021,3,3
110,당기순이익(손실),20210701-20210930,12293331000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-07-01,2021-09-30,2021,3,3
111,기본주당이익(손실),20210701-20210930,1776.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-07-01,2021-09-30,2021,3,3
112,수익(매출액),20210101-20210930,203039275000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-01-01,2021-09-30,2021,1,3
113,매출원가,20210101-20210930,121464787000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-01-01,2021-09-30,2021,1,3
114,매출총이익,20210101-20210930,81574488000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-01-01,2021-09-30,2021,1,3
115,판매비와관리비,20210101-20210930,43807344000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-01-01,2021-09-30,2021,1,3
116,영업이익,20210101-20210930,37767144000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-01-01,2021-09-30,2021,1,3
117,당기순이익(손실),20210101-20210930,29069502000000.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-01-01,2021-09-30,2021,1,3
118,기본주당이익(손실),20210101-20210930,4211.0,20221114001832,분기보고서 (2022.09),20221114,2022-11-14,005930,126380,삼성전자,2022-11-14,2021-01-01,2021-09-30,2021,1,3
119,수익(매출액),20220401-20220630,77203607000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-04-01,2022-06-30,2022,2,2
120,매출원가,20220401-20220630,46269748000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-04-01,2022-06-30,2022,2,2
121,매출총이익,20220401-20220630,30933859000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-04-01,2022-06-30,2022,2,2
122,판매비와관리비,20220401-20220630,16836814000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-04-01,2022-06-30,2022,2,2
123,영업이익,20220401-20220630,14097045000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-04-01,2022-06-30,2022,2,2
124,당기순이익(손실),20220401-20220630,11098805000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-04-01,2022-06-30,2022,2,2
125,기본주당이익(손실),20220401-20220630,1613.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-04-01,2022-06-30,2022,2,2
126,수익(매출액),20220101-20220630,154985105000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-01-01,2022-06-30,2022,1,2
127,매출원가,20220101-20220630,93341805000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-01-01,2022-06-30,2022,1,2
128,매출총이익,20220101-20220630,61643300000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-01-01,2022-06-30,2022,1,2
129,판매비와관리비,20220101-20220630,33424846000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-01-01,2022-06-30,2022,1,2
130,영업이익,20220101-20220630,28218454000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-01-01,2022-06-30,2022,1,2
131,당기순이익(손실),20220101-20220630,22423433000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-01-01,2022-06-30,2022,1,2
132,기본주당이익(손실),20220101-20220630,3251.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2022-01-01,2022-06-30,2022,1,2
133,수익(매출액),20210401-20210630,63671585000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-04-01,2021-06-30,2021,2,2
134,매출원가,20210401-20210630,37065931000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-04-01,2021-06-30,2021,2,2
135,매출총이익,20210401-20210630,26605654000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-04-01,2021-06-30,2021,2,2
136,판매비와관리비,20210401-20210630,14038909000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-04-01,2021-06-30,2021,2,2
137,영업이익,20210401-20210630,12566745000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-04-01,2021-06-30,2021,2,2
138,당기순이익(손실),20210401-20210630,9634486000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-04-01,2021-06-30,2021,2,2
139,기본주당이익(손실),20210401-20210630,1391.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-04-01,2021-06-30,2021,2,2
140,수익(매출액),20210101-20210630,129060088000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-01-01,2021-06-30,2021,1,2
141,매출원가,20210101-20210630,78565916000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-01-01,2021-06-30,2021,1,2
142,매출총이익,20210101-20210630,50494172000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-01-01,2021-06-30,2021,1,2
143,판매비와관리비,20210101-20210630,28544559000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-01-01,2021-06-30,2021,1,2
144,영업이익,20210101-20210630,21949613000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-01-01,2021-06-30,2021,1,2
145,당기순이익(손실),20210101-20210630,16776171000000.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-01-01,2021-06-30,2021,1,2
146,기본주당이익(손실),20210101-20210630,2435.0,20220816001711,반기보고서 (2022.06),20220816,2022-08-16,005930,126380,삼성전자,2022-08-16,2021-01-01,2021-06-30,2021,1,2
147,수익(매출액),20220101-20220331,77781498000000.0,20220516001751,분기보고서 (2022.03),20220516,2022-05-16,005930,126380,삼성전자,2022-05-16,2022-01-01,2022-03-31,2022,1,1
