,티커,buy_date,종가,buy_count,buy_amount
2462,001450,20230703,31300,37,1158100
2463,282330,20230703,175900,6,1055400
2464,008870,20230703,92000,12,1104000
2465,214420,20230703,6050,200,1210000
2466,003530,20230703,2680,442,1184560
2467,003070,20230703,14180,85,1205300
2468,001460,20230703,399500,2,799000
2469,088980,20230703,12520,92,1151840
2470,002030,20230703,140300,8,1122400
2471,010660,20230703,4125,289,1192125
2472,002920,20230703,3060,388,1187280
2473,030200,20230703,29750,39,1160250
2474,008040,20230703,1073,1104,1184592
2475,010600,20230703,1858,619,1150102
2476,003200,20230703,10470,112,1172640
2477,001230,20230703,17320,67,1160440
2478,100840,20230703,24300,50,1215000
2479,013700,20230703,1722,686,1181292
2480,307950,20230704,145900,8,1167200
2481,003490,20230704,24900,48,1195200
2482,001450,20230704,30450,37,1126650
2483,282330,20230704,170200,6,1021200
2484,008870,20230704,91800,12,1101600
2485,214420,20230704,5950,200,1190000
2486,003530,20230704,2695,442,1191190
2487,003070,20230704,13940,85,1184900
2488,001460,20230704,401000,2,802000
2489,088980,20230704,12690,92,1167480
2490,002030,20230704,141500,8,1132000
2491,010660,20230704,4130,289,1193570
2492,002920,20230704,3210,388,1245480
2493,030200,20230704,29250,39,1140750
2494,008040,20230704,1056,1104,1165824
2495,010600,20230704,1858,619,1150102
2496,003200,20230704,10440,112,1169280
2497,001230,20230704,17100,67,1145700
2498,100840,20230704,24200,50,1210000
2499,013700,20230704,1722,686,1181292
2500,307950,20230705,146500,8,1172000
2501,003490,20230705,25700,48,1233600
2502,001450,20230705,30350,37,1122950
2503,282330,20230705,167800,6,1006800
2504,008870,20230705,90000,12,1080000
2505,214420,20230705,6150,200,1230000
2506,003530,20230705,2655,442,1173510
2507,003070,20230705,13840,85,1176400
2508,001460,20230705,393500,2,787000
2509,088980,20230705,12610,92,1160120
2510,002030,20230705,141200,8,1129600
2511,010660,20230705,4270,289,1234030
2512,002920,20230705,3175,388,1231900
2513,030200,20230705,29150,39,1136850
2514,008040,20230705,1060,1104,1170240
2515,010600,20230705,1999,619,1237381
2516,003200,20230705,10360,112,1160320
2517,001230,20230705,16800,67,1125600
2518,100840,20230705,23800,50,1190000
2519,013700,20230705,1701,686,1166886
2520,307950,20230706,151300,8,1210400
2521,003490,20230706,25500,48,1224000
2522,001450,20230706,29950,37,1108150
2523,282330,20230706,166600,6,999600
2524,008870,20230706,84800,12,1017600
2525,214420,20230706,5900,200,1180000
2526,003530,20230706,2590,442,1144780
2527,003070,20230706,13840,85,1176400
2528,001460,20230706,395000,2,790000
2529,088980,20230706,12570,92,1156440
2530,002030,20230706,140100,8,1120800
2531,010660,20230706,4155,289,1200795
2532,002920,20230706,3180,388,1233840
2533,030200,20230706,29500,39,1150500
2534,008040,20230706,1036,1104,1143744
2535,010600,20230706,2105,619,1302995
2536,003200,20230706,10100,112,1131200
2537,001230,20230706,16100,67,1078700
2538,100840,20230706,22950,50,1147500
2539,013700,20230706,1672,686,1146992
2540,307950,20230707,146400,8,1171200
2541,003490,20230707,25050,48,1202400
2542,001450,20230707,29800,37,1102600
2543,282330,20230707,166800,6,1000800
2544,008870,20230707,87600,12,1051200
2545,214420,20230707,5590,200,1118000
2546,003530,20230707,2565,442,1133730
2547,003070,20230707,13700,85,1164500
2548,001460,20230707,400000,2,800000
2549,088980,20230707,12480,92,1148160
2550,002030,20230707,140200,8,1121600
2551,010660,20230707,4210,289,1216690
2552,002920,20230707,3095,388,1200860
2553,030200,20230707,29300,39,1142700
2554,008040,20230707,1022,1104,1128288
2555,010600,20230707,2075,619,1284425
2556,003200,20230707,10040,112,1124480
2557,001230,20230707,17690,67,1185230
2558,100840,20230707,22950,50,1147500
2559,013700,20230707,1663,686,1140818
2560,307950,20230710,146400,8,1171200
2561,003490,20230710,25250,48,1212000
2562,001450,20230710,30600,37,1132200
2563,282330,20230710,170500,6,1023000
2564,008870,20230710,85700,12,1028400
2565,214420,20230710,5540,200,1108000
2566,003530,20230710,2535,442,1120470
2567,003070,20230710,13760,85,1169600
2568,001460,20230710,402000,2,804000
2569,088980,20230710,12560,92,1155520
2570,002030,20230710,140900,8,1127200
2571,010660,20230710,4070,289,1176230
2572,002920,20230710,3090,388,1198920
2573,030200,20230710,29100,39,1134900
2574,008040,20230710,1026,1104,1132704
2575,010600,20230710,2140,619,1324660
2576,003200,20230710,10100,112,1131200
2577,001230,20230710,17440,67,1168480
2578,100840,20230710,22600,50,1130000
2579,013700,20230710,1663,686,1140818
2580,307950,20230711,149500,8,1196000
2581,003490,20230711,25550,48,1226400
2582,001450,20230711,30700,37,1135900
2583,282330,20230711,168800,6,1012800
2584,008870,20230711,86700,12,1040400
2585,214420,20230711,5250,200,1050000
2586,003530,20230711,2555,442,1129310
2587,003070,20230711,13710,85,1165350
2588,001460,20230711,403500,2,807000
2589,088980,20230711,12580,92,1157360
2590,002030,20230711,140000,8,1120000
2591,010660,20230711,4350,289,1257150
2592,002920,20230711,3095,388,1200860
2593,030200,20230711,29050,39,1132950
2594,008040,20230711,1040,1104,1148160
2595,010600,20230711,2780,619,1720820
2596,003200,20230711,10060,112,1126720
2597,001230,20230711,18820,67,1260940
2598,100840,20230711,23200,50,1160000
2599,013700,20230711,1680,686,1152480
2600,307950,20230712,147200,8,1177600
2601,003490,20230712,25850,48,1240800
2602,001450,20230712,29900,37,1106300
2603,282330,20230712,168400,6,1010400
2604,008870,20230712,86400,12,1036800
2605,214420,20230712,5300,200,1060000
2606,003530,20230712,2555,442,1129310
2607,003070,20230712,13650,85,1160250
2608,001460,20230712,407000,2,814000
2609,088980,20230712,12670,92,1165640
2610,002030,20230712,131500,8,1052000
2611,010660,20230712,4425,289,1278825
2612,002920,20230712,3115,388,1208620
2613,030200,20230712,29300,39,1142700
2614,008040,20230712,1034,1104,1141536
2615,010600,20230712,3610,619,2234590
2616,003200,20230712,10080,112,1128960
2617,001230,20230712,17800,67,1192600
2618,100840,20230712,23750,50,1187500
2619,013700,20230712,1706,686,1170316
2620,307950,20230713,146500,8,1172000
2621,003490,20230713,25550,48,1226400
2622,001450,20230713,29500,37,1091500
2623,282330,20230713,174900,6,1049400
2624,008870,20230713,85300,12,1023600
2625,214420,20230713,5180,200,1036000
2626,003530,20230713,2575,442,1138150
2627,003070,20230713,13720,85,1166200
2628,001460,20230713,411000,2,822000
2629,088980,20230713,12750,92,1173000
2630,002030,20230713,138400,8,1107200
2631,010660,20230713,4315,289,1247035
2632,002920,20230713,3090,388,1198920
2633,030200,20230713,29700,39,1158300
2634,008040,20230713,1039,1104,1147056
2635,010600,20230713,3640,619,2253160
2636,003200,20230713,10300,112,1153600
2637,001230,20230713,17830,67,1194610
2638,100840,20230713,23600,50,1180000
2639,013700,20230713,1725,686,1183350
2640,307950,20230714,159000,8,1272000
2641,003490,20230714,26100,48,1252800
2642,001450,20230714,30100,37,1113700
2643,282330,20230714,173400,6,1040400
2644,008870,20230714,84500,12,1014000
2645,214420,20230714,5170,200,1034000
2646,003530,20230714,2765,442,1222130
2647,003070,20230714,13500,85,1147500
2648,001460,20230714,418000,2,836000
2649,088980,20230714,12760,92,1173920
2650,002030,20230714,146300,8,1170400
2651,010660,20230714,4130,289,1193570
2652,002920,20230714,3090,388,1198920
2653,030200,20230714,29850,39,1164150
2654,008040,20230714,1059,1104,1169136
2655,010600,20230714,3360,619,2079840
2656,003200,20230714,10300,112,1153600
2657,001230,20230714,17560,67,1176520
2658,100840,20230714,22600,50,1130000
2659,013700,20230714,1709,686,1172374
2660,307950,20230717,149500,8,1196000
2661,003490,20230717,25750,48,1236000
2662,001450,20230717,29050,37,1074850
2663,282330,20230717,171000,6,1026000
2664,008870,20230717,85200,12,1022400
2665,214420,20230717,5150,200,1030000
2666,003530,20230717,2735,442,1208870
2667,003070,20230717,13830,85,1175550
2668,001460,20230717,427500,2,855000
2669,088980,20230717,12650,92,1163800
2670,002030,20230717,146400,8,1171200
2671,010660,20230717,4000,289,1156000
2672,002920,20230717,3095,388,1200860
2673,030200,20230717,29550,39,1152450
2674,008040,20230717,1066,1104,1176864
2675,010600,20230717,3870,619,2395530
2676,003200,20230717,10350,112,1159200
2677,001230,20230717,16970,67,1136990
2678,100840,20230717,22900,50,1145000
2679,013700,20230717,1720,686,1179920
2680,307950,20230718,151400,8,1211200
2681,003490,20230718,25750,48,1236000
2682,001450,20230718,28900,37,1069300
2683,282330,20230718,169700,6,1018200
2684,008870,20230718,85100,12,1021200
2685,214420,20230718,5280,200,1056000
2686,003530,20230718,2645,442,1169090
2687,003070,20230718,13500,85,1147500
2688,001460,20230718,423500,2,847000
2689,088980,20230718,12520,92,1151840
2690,002030,20230718,146000,8,1168000
2691,010660,20230718,3830,289,1106870
2692,002920,20230718,3020,388,1171760
2693,030200,20230718,29300,39,1142700
2694,008040,20230718,1142,1104,1260768
2695,010600,20230718,3790,619,2346010
2696,003200,20230718,10300,112,1153600
2697,001230,20230718,16440,67,1101480
2698,100840,20230718,22050,50,1102500
2699,013700,20230718,1689,686,1158654
2700,307950,20230719,147600,8,1180800
2701,003490,20230719,25450,48,1221600
2702,001450,20230719,28750,37,1063750
2703,282330,20230719,164100,6,984600
2704,008870,20230719,83600,12,1003200
2705,214420,20230719,5200,200,1040000
2706,003530,20230719,2645,442,1169090
2707,003070,20230719,13290,85,1129650
2708,001460,20230719,423500,2,847000
2709,088980,20230719,12430,92,1143560
2710,002030,20230719,148400,8,1187200
2711,010660,20230719,3750,289,1083750
2712,002920,20230719,3010,388,1167880
2713,030200,20230719,29400,39,1146600
2714,008040,20230719,1128,1104,1245312
2715,010600,20230719,3390,619,2098410
2716,003200,20230719,10070,112,1127840
2717,001230,20230719,15980,67,1070660
2718,100840,20230719,21750,50,1087500
2719,013700,20230719,1719,686,1179234
2720,307950,20230720,146700,8,1173600
2721,003490,20230720,26250,48,1260000
2722,001450,20230720,28900,37,1069300
2723,282330,20230720,165400,6,992400
2724,008870,20230720,85200,12,1022400
2725,214420,20230720,5020,200,1004000
2726,003530,20230720,2645,442,1169090
2727,003070,20230720,13370,85,1136450
2728,001460,20230720,415500,2,831000
2729,088980,20230720,12420,92,1142640
2730,002030,20230720,152600,8,1220800
2731,010660,20230720,3730,289,1077970
2732,002920,20230720,3030,388,1175640
2733,030200,20230720,29400,39,1146600
2734,008040,20230720,1152,1104,1271808
2735,010600,20230720,3420,619,2116980
2736,003200,20230720,10070,112,1127840
2737,001230,20230720,16020,67,1073340
2738,100840,20230720,21550,50,1077500
2739,013700,20230720,1734,686,1189524
2740,307950,20230721,148500,8,1188000
2741,003490,20230721,25950,48,1245600
2742,001450,20230721,28800,37,1065600
2743,282330,20230721,168200,6,1009200
2744,008870,20230721,84900,12,1018800
2745,214420,20230721,4940,200,988000
2746,003530,20230721,2620,442,1158040
2747,003070,20230721,13350,85,1134750
2748,001460,20230721,415500,2,831000
2749,088980,20230721,12470,92,1147240
2750,002030,20230721,152900,8,1223200
2751,010660,20230721,3635,289,1050515
2752,002920,20230721,3000,388,1164000
2753,030200,20230721,30000,39,1170000
2754,008040,20230721,1135,1104,1253040
2755,010600,20230721,3525,619,2181975
2756,003200,20230721,10180,112,1140160
2757,001230,20230721,15420,67,1033140
2758,100840,20230721,21300,50,1065000
2759,013700,20230721,1735,686,1190210
2760,307950,20230724,142600,8,1140800
2761,003490,20230724,25600,48,1228800
2762,001450,20230724,28300,37,1047100
2763,282330,20230724,164000,6,984000
2764,008870,20230724,81300,12,975600
2765,214420,20230724,4750,200,950000
2766,003530,20230724,2515,442,1111630
2767,003070,20230724,12870,85,1093950
2768,001460,20230724,416000,2,832000
2769,088980,20230724,12270,92,1128840
2770,002030,20230724,154600,8,1236800
2771,010660,20230724,3595,289,1038955
2772,002920,20230724,2930,388,1136840
2773,030200,20230724,29900,39,1166100
2774,008040,20230724,1078,1104,1190112
2775,010600,20230724,3805,619,2355295
2776,003200,20230724,9750,112,1092000
2777,001230,20230724,14970,67,1002990
2778,100840,20230724,21100,50,1055000
2779,013700,20230724,1696,686,1163456
2780,307950,20230725,143500,8,1148000
2781,003490,20230725,24750,48,1188000
2782,001450,20230725,28700,37,1061900
2783,282330,20230725,159700,6,958200
2784,008870,20230725,79400,12,952800
2785,214420,20230725,4500,200,900000
2786,003530,20230725,2425,442,1071850
2787,003070,20230725,12660,85,1076100
2788,001460,20230725,416500,2,833000
2789,088980,20230725,12120,92,1115040
2790,002030,20230725,154800,8,1238400
2791,010660,20230725,3545,289,1024505
2792,002920,20230725,2890,388,1121320
2793,030200,20230725,29500,39,1150500
2794,008040,20230725,1078,1104,1190112
2795,010600,20230725,4200,619,2599800
2796,003200,20230725,9620,112,1077440
2797,001230,20230725,14590,67,977530
2798,100840,20230725,21500,50,1075000
2799,013700,20230725,1670,686,1145620
2800,307950,20230726,141100,8,1128800
2801,003490,20230726,24150,48,1159200
2802,001450,20230726,27750,37,1026750
2803,282330,20230726,159600,6,957600
2804,008870,20230726,75400,12,904800
2805,214420,20230726,4200,200,840000
2806,003530,20230726,2365,442,1045330
2807,003070,20230726,12060,85,1025100
2808,001460,20230726,416500,2,833000
2809,088980,20230726,12200,92,1122400
2810,002030,20230726,155000,8,1240000
2811,010660,20230726,3380,289,976820
2812,002920,20230726,2795,388,1084460
2813,030200,20230726,29200,39,1138800
2814,008040,20230726,1007,1104,1111728
2815,010600,20230726,4200,619,2599800
2816,003200,20230726,9170,112,1027040
2817,001230,20230726,12920,67,865640
2818,100840,20230726,20300,50,1015000
2819,013700,20230726,1609,686,1103774
2820,307950,20230727,139600,8,1116800
2821,003490,20230727,24700,48,1185600
2822,001450,20230727,29000,37,1073000
2823,282330,20230727,167700,6,1006200
2824,008870,20230727,78300,12,939600
2825,214420,20230727,4170,200,834000
2826,003530,20230727,2455,442,1085110
2827,003070,20230727,12030,85,1022550
2828,001460,20230727,416000,2,832000
2829,088980,20230727,12090,92,1112280
2830,002030,20230727,159800,8,1278400
2831,010660,20230727,3455,289,998495
2832,002920,20230727,2845,388,1103860
2833,030200,20230727,29900,39,1166100
2834,008040,20230727,1008,1104,1112832
2835,010600,20230727,4705,619,2912395
2836,003200,20230727,9540,112,1068480
2837,001230,20230727,12920,67,865640
2838,100840,20230727,21250,50,1062500
2839,013700,20230727,1602,686,1098972
2840,307950,20230728,141300,8,1130400
2841,003490,20230728,24550,48,1178400
2842,001450,20230728,28950,37,1071150
2843,282330,20230728,164200,6,985200
2844,008870,20230728,81400,12,976800
2845,214420,20230728,4380,200,876000
2846,003530,20230728,2445,442,1080690
2847,003070,20230728,12050,85,1024250
2848,001460,20230728,416000,2,832000
2849,088980,20230728,12270,92,1128840
2850,002030,20230728,161900,8,1295200
2851,010660,20230728,3580,289,1034620
2852,002920,20230728,2860,388,1109680
2853,030200,20230728,29700,39,1158300
2854,008040,20230728,1005,1104,1109520
2855,010600,20230728,4740,619,2934060
2856,003200,20230728,9710,112,1087520
2857,001230,20230728,13190,67,883730
2858,100840,20230728,21850,50,1092500
2859,013700,20230728,1612,686,1105832
2860,025860,20230731,7950,145,1152750
2861,011170,20230731,150600,7,1054200
2862,007460,20230731,1495,772,1154140
2863,000227,20230731,9950,116,1154200
2864,000325,20230731,20000,57,1140000
2865,064960,20230731,48250,23,1109750
2866,006980,20230731,21500,53,1139500
2867,088350,20230731,2365,488,1154120
2868,004870,20230731,525,2199,1154475
2869,001725,20230731,55000,20,1100000
2870,004980,20230731,9180,125,1147500
2871,034730,20230731,152800,7,1069600
2872,088980,20230731,12130,95,1152350
2873,017390,20230731,65800,17,1118600
2874,214320,20230731,39700,29,1151300
2875,017960,20230731,14380,80,1150400
2876,293940,20230731,6180,186,1149480
2877,378850,20230731,4375,263,1150625
2878,112610,20230731,74200,15,1113000
2879,071050,20230731,48850,23,1123550
2880,025860,20230801,8000,145,1160000
2881,011170,20230801,159000,7,1113000
2882,007460,20230801,1550,772,1196600
2883,000227,20230801,10170,116,1179720
2884,000325,20230801,20400,57,1162800
2885,064960,20230801,48650,23,1118950
2886,006980,20230801,21350,53,1131550
2887,088350,20230801,2395,488,1168760
2888,004870,20230801,535,2199,1176465
2889,001725,20230801,55000,20,1100000
2890,004980,20230801,9300,125,1162500
2891,034730,20230801,157600,7,1103200
2892,088980,20230801,12080,95,1147600
2893,017390,20230801,70300,17,1195100
2894,214320,20230801,42100,29,1220900
2895,017960,20230801,14060,80,1124800
2896,293940,20230801,6220,186,1156920
2897,378850,20230801,4390,263,1154570
2898,112610,20230801,75800,15,1137000
2899,071050,20230801,50800,23,1168400
2900,025860,20230802,7850,145,1138250
2901,011170,20230802,157900,7,1105300
2902,007460,20230802,1518,772,1171896
2903,000227,20230802,10380,116,1204080
2904,000325,20230802,20200,57,1151400
2905,064960,20230802,48550,23,1116650
2906,006980,20230802,22250,53,1179250
2907,088350,20230802,2395,488,1168760
2908,004870,20230802,543,2199,1194057
2909,001725,20230802,55000,20,1100000
2910,004980,20230802,9290,125,1161250
2911,034730,20230802,155200,7,1086400
2912,088980,20230802,12000,95,1140000
2913,017390,20230802,70600,17,1200200
2914,214320,20230802,41300,29,1197700
2915,017960,20230802,13960,80,1116800
2916,293940,20230802,6220,186,1156920
2917,378850,20230802,4245,263,1116435
2918,112610,20230802,73700,15,1105500
2919,071050,20230802,50200,23,1154600
2920,025860,20230803,7800,145,1131000
2921,011170,20230803,156500,7,1095500
2922,007460,20230803,1482,772,1144104
2923,000227,20230803,11000,116,1276000
2924,000325,20230803,19990,57,1139430
2925,064960,20230803,48750,23,1121250
2926,006980,20230803,22100,53,1171300
2927,088350,20230803,2385,488,1163880
2928,004870,20230803,532,2199,1169868
2929,001725,20230803,54800,20,1096000
2930,004980,20230803,9330,125,1166250
2931,034730,20230803,155500,7,1088500
2932,088980,20230803,11980,95,1138100
2933,017390,20230803,70300,17,1195100
2934,214320,20230803,42000,29,1218000
2935,017960,20230803,13740,80,1099200
2936,293940,20230803,6240,186,1160640
2937,378850,20230803,4190,263,1101970
2938,112610,20230803,72500,15,1087500
2939,071050,20230803,50200,23,1154600
2940,025860,20230804,7810,145,1132450
2941,011170,20230804,157200,7,1100400
2942,007460,20230804,1460,772,1127120
2943,000227,20230804,10890,116,1263240
2944,000325,20230804,19900,57,1134300
2945,064960,20230804,48400,23,1113200
2946,006980,20230804,21900,53,1160700
2947,088350,20230804,2440,488,1190720
2948,004870,20230804,532,2199,1169868
2949,001725,20230804,55000,20,1100000
2950,004980,20230804,9340,125,1167500
2951,034730,20230804,155500,7,1088500
2952,088980,20230804,12070,95,1146650
2953,017390,20230804,71800,17,1220600
2954,214320,20230804,42550,29,1233950
2955,017960,20230804,14500,80,1160000
2956,293940,20230804,6210,186,1155060
2957,378850,20230804,4240,263,1115120
2958,112610,20230804,71300,15,1069500
2959,071050,20230804,50500,23,1161500
2960,025860,20230807,8050,145,1167250
2961,011170,20230807,156100,7,1092700
2962,007460,20230807,1413,772,1090836
2963,000227,20230807,10790,116,1251640
2964,000325,20230807,19750,57,1125750
2965,064960,20230807,47150,23,1084450
2966,006980,20230807,21950,53,1163350
2967,088350,20230807,2485,488,1212680
2968,004870,20230807,538,2199,1183062
2969,001725,20230807,55000,20,1100000
2970,004980,20230807,9480,125,1185000
2971,034730,20230807,154200,7,1079400
2972,088980,20230807,11980,95,1138100
2973,017390,20230807,69700,17,1184900
2974,214320,20230807,42250,29,1225250
2975,017960,20230807,14180,80,1134400
2976,293940,20230807,6180,186,1149480
2977,378850,20230807,4220,263,1109860
2978,112610,20230807,69900,15,1048500
2979,071050,20230807,52700,23,1212100
2980,025860,20230808,7890,145,1144050
2981,011170,20230808,153500,7,1074500
2982,007460,20230808,1348,772,1040656
2983,000227,20230808,10690,116,1240040
2984,000325,20230808,19660,57,1120620
2985,064960,20230808,46950,23,1079850
2986,006980,20230808,21650,53,1147450
2987,088350,20230808,2490,488,1215120
2988,004870,20230808,541,2199,1189659
2989,001725,20230808,55000,20,1100000
2990,004980,20230808,9800,125,1225000
2991,034730,20230808,153100,7,1071700
2992,088980,20230808,11870,95,1127650
2993,017390,20230808,68400,17,1162800
2994,214320,20230808,42200,29,1223800
2995,017960,20230808,14600,80,1168000
2996,293940,20230808,6140,186,1142040
2997,378850,20230808,4125,263,1084875
2998,112610,20230808,68900,15,1033500
2999,071050,20230808,52300,23,1202900
3000,025860,20230809,8130,145,1178850
3001,011170,20230809,143400,7,1003800
3002,007460,20230809,1752,772,1352544
3003,000227,20230809,10690,116,1240040
3004,000325,20230809,19640,57,1119480
3005,064960,20230809,47100,23,1083300
3006,006980,20230809,21600,53,1144800
3007,088350,20230809,2485,488,1212680
3008,004870,20230809,542,2199,1191858
3009,001725,20230809,55100,20,1102000
3010,004980,20230809,9730,125,1216250
3011,034730,20230809,152000,7,1064000
3012,088980,20230809,11940,95,1134300
3013,017390,20230809,69900,17,1188300
3014,214320,20230809,41300,29,1197700
3015,017960,20230809,14560,80,1164800
3016,293940,20230809,6240,186,1160640
3017,378850,20230809,4145,263,1090135
3018,112610,20230809,72000,15,1080000
3019,071050,20230809,52000,23,1196000
3020,025860,20230810,7980,145,1157100
3021,011170,20230810,142000,7,994000
3022,007460,20230810,2275,772,1756300
3023,000227,20230810,10350,116,1200600
3024,000325,20230810,19640,57,1119480
3025,064960,20230810,46500,23,1069500
3026,006980,20230810,21700,53,1150100
3027,088350,20230810,2405,488,1173640
3028,004870,20230810,573,2199,1260027
3029,001725,20230810,54900,20,1098000
3030,004980,20230810,9690,125,1211250
3031,034730,20230810,151200,7,1058400
3032,088980,20230810,11950,95,1135250
3033,017390,20230810,73400,17,1247800
3034,214320,20230810,40800,29,1183200
3035,017960,20230810,15070,80,1205600
3036,293940,20230810,6110,186,1136460
3037,378850,20230810,4165,263,1095395
3038,112610,20230810,68600,15,1029000
3039,071050,20230810,51900,23,1193700
3040,025860,20230811,8000,145,1160000
3041,011170,20230811,140700,7,984900
3042,007460,20230811,2480,772,1914560
3043,000227,20230811,10060,116,1166960
3044,000325,20230811,19650,57,1120050
3045,064960,20230811,47350,23,1089050
3046,006980,20230811,21950,53,1163350
3047,088350,20230811,2400,488,1171200
3048,004870,20230811,575,2199,1264425
3049,001725,20230811,54700,20,1094000
3050,004980,20230811,9650,125,1206250
3051,034730,20230811,151100,7,1057700
3052,088980,20230811,11980,95,1138100
3053,017390,20230811,74400,17,1264800
3054,214320,20230811,41550,29,1204950
3055,017960,20230811,14370,80,1149600
3056,293940,20230811,6000,186,1116000
3057,378850,20230811,4220,263,1109860
3058,112610,20230811,69000,15,1035000
3059,071050,20230811,52200,23,1200600
3060,025860,20230814,7920,145,1148400
3061,011170,20230814,136800,7,957600
3062,007460,20230814,2485,772,1918420
3063,000227,20230814,10390,116,1205240
3064,000325,20230814,19490,57,1110930
3065,064960,20230814,46700,23,1074100
3066,006980,20230814,22000,53,1166000
3067,088350,20230814,2400,488,1171200
3068,004870,20230814,576,2199,1266624
3069,001725,20230814,54700,20,1094000
3070,004980,20230814,9400,125,1175000
3071,034730,20230814,148500,7,1039500
3072,088980,20230814,11960,95,1136200
3073,017390,20230814,71400,17,1213800
3074,214320,20230814,41500,29,1203500
3075,017960,20230814,13810,80,1104800
3076,293940,20230814,5990,186,1114140
3077,378850,20230814,4245,263,1116435
3078,112610,20230814,66800,15,1002000
3079,071050,20230814,51800,23,1191400
3080,025860,20230816,7740,145,1122300
3081,011170,20230816,132800,7,929600
3082,007460,20230816,2450,772,1891400
3083,000227,20230816,10290,116,1193640
3084,000325,20230816,19370,57,1104090
3085,064960,20230816,45200,23,1039600
3086,006980,20230816,22150,53,1173950
3087,088350,20230816,2320,488,1132160
3088,004870,20230816,555,2199,1220445
3089,001725,20230816,54800,20,1096000
3090,004980,20230816,9560,125,1195000
3091,034730,20230816,143500,7,1004500
3092,088980,20230816,11940,95,1134300
3093,017390,20230816,70000,17,1190000
3094,214320,20230816,42200,29,1223800
3095,017960,20230816,13520,80,1081600
3096,293940,20230816,5960,186,1108560
3097,378850,20230816,4100,263,1078300
3098,112610,20230816,65400,15,981000
3099,071050,20230816,50600,23,1163800
3100,025860,20230817,7600,145,1102000
3101,011170,20230817,132900,7,930300
3102,007460,20230817,2810,772,2169320
3103,000227,20230817,9970,116,1156520
3104,000325,20230817,19000,57,1083000
3105,064960,20230817,45000,23,1035000
3106,006980,20230817,22100,53,1171300
3107,088350,20230817,2220,488,1083360
3108,004870,20230817,539,2199,1185261
3109,001725,20230817,54900,20,1098000
3110,004980,20230817,9590,125,1198750
3111,034730,20230817,141500,7,990500
3112,088980,20230817,11780,95,1119100
3113,017390,20230817,68600,17,1166200
3114,214320,20230817,41200,29,1194800
3115,017960,20230817,13640,80,1091200
3116,293940,20230817,5930,186,1102980
3117,378850,20230817,4210,263,1107230
3118,112610,20230817,65300,15,979500
3119,071050,20230817,50700,23,1166100
3120,025860,20230818,7600,145,1102000
3121,011170,20230818,130000,7,910000
3122,007460,20230818,2475,772,1910700
3123,000227,20230818,10370,116,1202920
3124,000325,20230818,19020,57,1084140
3125,064960,20230818,46450,23,1068350
3126,006980,20230818,22000,53,1166000
3127,088350,20230818,2165,488,1056520
3128,004870,20230818,528,2199,1161072
3129,001725,20230818,55000,20,1100000
3130,004980,20230818,9880,125,1235000
3131,034730,20230818,138800,7,971600
3132,088980,20230818,11840,95,1124800
3133,017390,20230818,67400,17,1145800
3134,214320,20230818,41500,29,1203500
3135,017960,20230818,13380,80,1070400
3136,293940,20230818,5990,186,1114140
3137,378850,20230818,4195,263,1103285
3138,112610,20230818,65100,15,976500
3139,071050,20230818,50500,23,1161500
3140,025860,20230821,7620,145,1104900
3141,011170,20230821,132100,7,924700
3142,007460,20230821,2480,772,1914560
3143,000227,20230821,10100,116,1171600
3144,000325,20230821,18930,57,1079010
3145,064960,20230821,46200,23,1062600
3146,006980,20230821,22000,53,1166000
3147,088350,20230821,2300,488,1122400
3148,004870,20230821,517,2199,1136883
3149,001725,20230821,55100,20,1102000
3150,004980,20230821,9430,125,1178750
3151,034730,20230821,140100,7,980700
3152,088980,20230821,11880,95,1128600
3153,017390,20230821,66100,17,1123700
3154,214320,20230821,41550,29,1204950
3155,017960,20230821,13380,80,1070400
3156,293940,20230821,5980,186,1112280
3157,378850,20230821,4160,263,1094080
3158,112610,20230821,65400,15,981000
3159,071050,20230821,50400,23,1159200
3160,025860,20230822,7690,145,1115050
3161,011170,20230822,130100,7,910700
3162,007460,20230822,2335,772,1802620
3163,000227,20230822,10190,116,1182040
3164,000325,20230822,19050,57,1085850
3165,064960,20230822,45800,23,1053400
3166,006980,20230822,22450,53,1189850
3167,088350,20230822,2230,488,1088240
3168,004870,20230822,518,2199,1139082
3169,001725,20230822,55000,20,1100000
3170,004980,20230822,8900,125,1112500
3171,034730,20230822,142000,7,994000
3172,088980,20230822,11880,95,1128600
3173,017390,20230822,66300,17,1127100
3174,214320,20230822,40900,29,1186100
3175,017960,20230822,13360,80,1068800
3176,293940,20230822,6000,186,1116000
3177,378850,20230822,4070,263,1070410
3178,112610,20230822,63500,15,952500
3179,071050,20230822,51000,23,1173000
3180,025860,20230823,7600,145,1102000
3181,011170,20230823,127800,7,894600
3182,007460,20230823,2275,772,1756300
3183,000227,20230823,10000,116,1160000
3184,000325,20230823,18800,57,1071600
3185,064960,20230823,45950,23,1056850
3186,006980,20230823,22200,53,1176600
3187,088350,20230823,2235,488,1090680
3188,004870,20230823,539,2199,1185261
3189,001725,20230823,54700,20,1094000
3190,004980,20230823,8850,125,1106250
3191,034730,20230823,141900,7,993300
3192,088980,20230823,11820,95,1122900
3193,017390,20230823,65400,17,1111800
3194,214320,20230823,41200,29,1194800
3195,017960,20230823,13060,80,1044800
3196,293940,20230823,6010,186,1117860
3197,378850,20230823,3980,263,1046740
3198,112610,20230823,64700,15,970500
