,티커,buy_date,종가,buy_count,buy_amount
1247,271940,20230403,31050,33,1024650
1248,002020,20230403,20650,51,1053150
1249,037270,20230403,5070,203,1029210
1250,104700,20230403,7090,149,1056410
1251,003495,20230403,29250,35,1023750
1252,001880,20230403,13720,78,1070160
1253,005010,20230403,6830,153,1044990
1254,000640,20230403,84800,12,1017600
1255,014830,20230403,76400,13,993200
1256,005387,20230403,96200,10,962000
1257,001130,20230403,148200,7,1037400
1258,079550,20230403,73000,14,1022000
1259,011700,20230403,6500,163,1059500
1260,002995,20230404,21150,51,1078650
1261,018250,20230404,17920,57,1021440
1262,010100,20230404,2780,389,1081420
1263,011420,20230404,2740,413,1131620
1264,317400,20230404,6600,163,1075800
1265,00104K,20230404,80500,13,1046500
1266,019685,20230404,1809,581,1051029
1267,271940,20230404,31150,33,1027950
1268,002020,20230404,20800,51,1060800
1269,037270,20230404,5170,203,1049510
1270,104700,20230404,7120,149,1060880
1271,003495,20230404,29050,35,1016750
1272,001880,20230404,13660,78,1065480
1273,005010,20230404,6890,153,1054170
1274,000640,20230404,85000,12,1020000
1275,014830,20230404,75300,13,978900
1276,005387,20230404,95500,10,955000
1277,001130,20230404,149900,7,1049300
1278,079550,20230404,73800,14,1033200
1279,011700,20230404,6850,163,1116550
1280,002995,20230405,20900,51,1065900
1281,018250,20230405,17990,57,1025430
1282,010100,20230405,2775,389,1079475
1283,011420,20230405,2695,413,1113035
1284,317400,20230405,6490,163,1057870
1285,00104K,20230405,81300,13,1056900
1286,019685,20230405,1820,581,1057420
1287,271940,20230405,31250,33,1031250
1288,002020,20230405,20850,51,1063350
1289,037270,20230405,5150,203,1045450
1290,104700,20230405,7100,149,1057900
1291,003495,20230405,29000,35,1015000
1292,001880,20230405,13770,78,1074060
1293,005010,20230405,6580,153,1006740
1294,000640,20230405,85700,12,1028400
1295,014830,20230405,74300,13,965900
1296,005387,20230405,96700,10,967000
1297,001130,20230405,149700,7,1047900
1298,079550,20230405,74900,14,1048600
1299,011700,20230405,6670,163,1087210
1300,002995,20230406,21000,51,1071000
1301,018250,20230406,17950,57,1023150
1302,010100,20230406,2745,389,1067805
1303,011420,20230406,2605,413,1075865
1304,317400,20230406,6310,163,1028530
1305,00104K,20230406,81900,13,1064700
1306,019685,20230406,1803,581,1047543
1307,271940,20230406,30550,33,1008150
1308,002020,20230406,20800,51,1060800
1309,037270,20230406,5310,203,1077930
1310,104700,20230406,7040,149,1048960
1311,003495,20230406,28950,35,1013250
1312,001880,20230406,13630,78,1063140
1313,005010,20230406,6570,153,1005210
1314,000640,20230406,84200,12,1010400
1315,014830,20230406,72200,13,938600
1316,005387,20230406,95500,10,955000
1317,001130,20230406,148200,7,1037400
1318,079550,20230406,73100,14,1023400
1319,011700,20230406,6690,163,1090470
1320,002995,20230407,21200,51,1081200
1321,018250,20230407,18920,57,1078440
1322,010100,20230407,2775,389,1079475
1323,011420,20230407,2510,413,1036630
1324,317400,20230407,6300,163,1026900
1325,00104K,20230407,81200,13,1055600
1326,019685,20230407,1804,581,1048124
1327,271940,20230407,30700,33,1013100
1328,002020,20230407,20750,51,1058250
1329,037270,20230407,5450,203,1106350
1330,104700,20230407,7060,149,1051940
1331,003495,20230407,28750,35,1006250
1332,001880,20230407,13580,78,1059240
1333,005010,20230407,6590,153,1008270
1334,000640,20230407,84200,12,1010400
1335,014830,20230407,72300,13,939900
1336,005387,20230407,94400,10,944000
1337,001130,20230407,146700,7,1026900
1338,079550,20230407,72100,14,1009400
1339,011700,20230407,6640,163,1082320
1340,002995,20230410,20500,51,1045500
1341,018250,20230410,19280,57,1098960
1342,010100,20230410,2770,389,1077530
1343,011420,20230410,2415,413,997395
1344,317400,20230410,6240,163,1017120
1345,00104K,20230410,80600,13,1047800
1346,019685,20230410,1797,581,1044057
1347,271940,20230410,30150,33,994950
1348,002020,20230410,20350,51,1037850
1349,037270,20230410,5350,203,1086050
1350,104700,20230410,6970,149,1038530
1351,003495,20230410,28250,35,988750
1352,001880,20230410,13310,78,1038180
1353,005010,20230410,6570,153,1005210
1354,000640,20230410,83200,12,998400
1355,014830,20230410,71900,13,934700
1356,005387,20230410,95500,10,955000
1357,001130,20230410,145000,7,1015000
1358,079550,20230410,72600,14,1016400
1359,011700,20230410,6470,163,1054610
1360,002995,20230411,20850,51,1063350
1361,018250,20230411,19620,57,1118340
1362,010100,20230411,2920,389,1135880
1363,011420,20230411,2415,413,997395
1364,317400,20230411,6300,163,1026900
1365,00104K,20230411,79700,13,1036100
1366,019685,20230411,1793,581,1041733
1367,271940,20230411,30950,33,1021350
1368,002020,20230411,20550,51,1048050
1369,037270,20230411,5350,203,1086050
1370,104700,20230411,7060,149,1051940
1371,003495,20230411,28450,35,995750
1372,001880,20230411,13300,78,1037400
1373,005010,20230411,6720,153,1028160
1374,000640,20230411,84300,12,1011600
1375,014830,20230411,73700,13,958100
1376,005387,20230411,96600,10,966000
1377,001130,20230411,146800,7,1027600
1378,079550,20230411,72500,14,1015000
1379,011700,20230411,6710,163,1093730
1380,002995,20230412,20850,51,1063350
1381,018250,20230412,20200,57,1151400
1382,010100,20230412,3140,389,1221460
1383,011420,20230412,2420,413,999460
1384,317400,20230412,6410,163,1044830
1385,00104K,20230412,79100,13,1028300
1386,019685,20230412,1800,581,1045800
1387,271940,20230412,31000,33,1023000
1388,002020,20230412,20950,51,1068450
1389,037270,20230412,5300,203,1075900
1390,104700,20230412,7060,149,1051940
1391,003495,20230412,28550,35,999250
1392,001880,20230412,13340,78,1040520
1393,005010,20230412,6870,153,1051110
1394,000640,20230412,85400,12,1024800
1395,014830,20230412,73900,13,960700
1396,005387,20230412,99500,10,995000
1397,001130,20230412,145600,7,1019200
1398,079550,20230412,73000,14,1022000
1399,011700,20230412,6830,163,1113290
1400,002995,20230413,21450,51,1093950
1401,018250,20230413,21500,57,1225500
1402,010100,20230413,3060,389,1190340
1403,011420,20230413,2415,413,997395
1404,317400,20230413,6380,163,1039940
1405,00104K,20230413,80600,13,1047800
1406,019685,20230413,1814,581,1053934
1407,271940,20230413,31200,33,1029600
1408,002020,20230413,20650,51,1053150
1409,037270,20230413,5650,203,1146950
1410,104700,20230413,7060,149,1051940
1411,003495,20230413,28500,35,997500
1412,001880,20230413,13480,78,1051440
1413,005010,20230413,6950,153,1063350
1414,000640,20230413,88000,12,1056000
1415,014830,20230413,72300,13,939900
1416,005387,20230413,98600,10,986000
1417,001130,20230413,147000,7,1029000
1418,079550,20230413,73400,14,1027600
1419,011700,20230413,7020,163,1144260
1420,002995,20230414,22000,51,1122000
1421,018250,20230414,21250,57,1211250
1422,010100,20230414,3070,389,1194230
1423,011420,20230414,2460,413,1015980
1424,317400,20230414,6460,163,1052980
1425,00104K,20230414,80900,13,1051700
1426,019685,20230414,1800,581,1045800
1427,271940,20230414,31250,33,1031250
1428,002020,20230414,20900,51,1065900
1429,037270,20230414,5750,203,1167250
1430,104700,20230414,7200,149,1072800
1431,003495,20230414,28650,35,1002750
1432,001880,20230414,13750,78,1072500
1433,005010,20230414,6990,153,1069470
1434,000640,20230414,87200,12,1046400
1435,014830,20230414,71400,13,928200
1436,005387,20230414,98500,10,985000
1437,001130,20230414,147600,7,1033200
1438,079550,20230414,73800,14,1033200
1439,011700,20230414,6980,163,1137740
1440,002995,20230417,22000,51,1122000
1441,018250,20230417,22000,57,1254000
1442,010100,20230417,3125,389,1215625
1443,011420,20230417,2450,413,1011850
1444,317400,20230417,6470,163,1054610
1445,00104K,20230417,81800,13,1063400
1446,019685,20230417,1802,581,1046962
1447,271940,20230417,32050,33,1057650
1448,002020,20230417,21450,51,1093950
1449,037270,20230417,5810,203,1179430
1450,104700,20230417,7360,149,1096640
1451,003495,20230417,28700,35,1004500
1452,001880,20230417,13610,78,1061580
1453,005010,20230417,7060,153,1080180
1454,000640,20230417,86700,12,1040400
1455,014830,20230417,73200,13,951600
1456,005387,20230417,98000,10,980000
1457,001130,20230417,147600,7,1033200
1458,079550,20230417,76900,14,1076600
1459,011700,20230417,7260,163,1183380
1460,002995,20230418,20850,51,1063350
1461,018250,20230418,23050,57,1313850
1462,010100,20230418,2990,389,1163110
1463,011420,20230418,2370,413,978810
1464,317400,20230418,6370,163,1038310
1465,00104K,20230418,86100,13,1119300
1466,019685,20230418,1804,581,1048124
1467,271940,20230418,31000,33,1023000
1468,002020,20230418,21150,51,1078650
1469,037270,20230418,5670,203,1151010
1470,104700,20230418,7370,149,1098130
1471,003495,20230418,28700,35,1004500
1472,001880,20230418,13410,78,1045980
1473,005010,20230418,6970,153,1066410
1474,000640,20230418,86600,12,1039200
1475,014830,20230418,72300,13,939900
1476,005387,20230418,99000,10,990000
1477,001130,20230418,146300,7,1024100
1478,079550,20230418,77700,14,1087800
1479,011700,20230418,6920,163,1127960
1480,002995,20230419,20800,51,1060800
1481,018250,20230419,22850,57,1302450
1482,010100,20230419,3065,389,1192285
1483,011420,20230419,2410,413,995330
1484,317400,20230419,6460,163,1052980
1485,00104K,20230419,85200,13,1107600
1486,019685,20230419,1805,581,1048705
1487,271940,20230419,30900,33,1019700
1488,002020,20230419,21650,51,1104150
1489,037270,20230419,5530,203,1122590
1490,104700,20230419,7440,149,1108560
1491,003495,20230419,28750,35,1006250
1492,001880,20230419,14170,78,1105260
1493,005010,20230419,7200,153,1101600
1494,000640,20230419,86600,12,1039200
1495,014830,20230419,73500,13,955500
1496,005387,20230419,100200,10,1002000
1497,001130,20230419,146600,7,1026200
1498,079550,20230419,78200,14,1094800
1499,011700,20230419,6910,163,1126330
1500,002995,20230420,20850,51,1063350
1501,018250,20230420,22300,57,1271100
1502,010100,20230420,3025,389,1176725
1503,011420,20230420,2315,413,956095
1504,317400,20230420,6280,163,1023640
1505,00104K,20230420,85500,13,1111500
1506,019685,20230420,1803,581,1047543
1507,271940,20230420,30200,33,996600
1508,002020,20230420,21150,51,1078650
1509,037270,20230420,5350,203,1086050
1510,104700,20230420,7200,149,1072800
1511,003495,20230420,28400,35,994000
1512,001880,20230420,13850,78,1080300
1513,005010,20230420,6980,153,1067940
1514,000640,20230420,84700,12,1016400
1515,014830,20230420,70700,13,919100
1516,005387,20230420,99300,10,993000
1517,001130,20230420,147000,7,1029000
1518,079550,20230420,80200,14,1122800
1519,011700,20230420,6740,163,1098620
1520,002995,20230421,20700,51,1055700
1521,018250,20230421,21500,57,1225500
1522,010100,20230421,2935,389,1141715
1523,011420,20230421,2280,413,941640
1524,317400,20230421,6250,163,1018750
1525,00104K,20230421,83300,13,1082900
1526,019685,20230421,1803,581,1047543
1527,271940,20230421,30550,33,1008150
1528,002020,20230421,20950,51,1068450
1529,037270,20230421,5190,203,1053570
1530,104700,20230421,7080,149,1054920
1531,003495,20230421,28400,35,994000
1532,001880,20230421,13850,78,1080300
1533,005010,20230421,6480,153,991440
1534,000640,20230421,83800,12,1005600
1535,014830,20230421,69600,13,904800
1536,005387,20230421,100000,10,1000000
1537,001130,20230421,146700,7,1026900
1538,079550,20230421,80500,14,1127000
1539,011700,20230421,6840,163,1114920
1540,002995,20230424,21000,51,1071000
1541,018250,20230424,20950,57,1194150
1542,010100,20230424,2950,389,1147550
1543,011420,20230424,2295,413,947835
1544,317400,20230424,6310,163,1028530
1545,00104K,20230424,77100,13,1002300
1546,019685,20230424,1800,581,1045800
1547,271940,20230424,31350,33,1034550
1548,002020,20230424,20800,51,1060800
1549,037270,20230424,5190,203,1053570
1550,104700,20230424,7010,149,1044490
1551,003495,20230424,28500,35,997500
1552,001880,20230424,13510,78,1053780
1553,005010,20230424,6350,153,971550
1554,000640,20230424,82900,12,994800
1555,014830,20230424,69100,13,898300
1556,005387,20230424,100000,10,1000000
1557,001130,20230424,143000,7,1001000
1558,079550,20230424,84100,14,1177400
1559,011700,20230424,6750,163,1100250
1560,002995,20230425,21100,51,1076100
1561,018250,20230425,21150,57,1205550
1562,010100,20230425,3220,389,1252580
1563,011420,20230425,2265,413,935445
1564,317400,20230425,6260,163,1020380
1565,00104K,20230425,74300,13,965900
1566,019685,20230425,1800,581,1045800
1567,271940,20230425,30350,33,1001550
1568,002020,20230425,20250,51,1032750
1569,037270,20230425,5070,203,1029210
1570,104700,20230425,6870,149,1023630
1571,003495,20230425,28150,35,985250
1572,001880,20230425,13480,78,1051440
1573,005010,20230425,6280,153,960840
1574,000640,20230425,83500,12,1002000
1575,014830,20230425,66300,13,861900
1576,005387,20230425,105000,10,1050000
1577,001130,20230425,144400,7,1010800
1578,079550,20230425,87000,14,1218000
1579,011700,20230425,6990,163,1139370
1580,002995,20230426,21150,51,1078650
1581,018250,20230426,21050,57,1199850
1582,010100,20230426,3080,389,1198120
1583,011420,20230426,2250,413,929250
1584,317400,20230426,6330,163,1031790
1585,00104K,20230426,75200,13,977600
1586,019685,20230426,1800,581,1045800
1587,271940,20230426,30100,33,993300
1588,002020,20230426,20450,51,1042950
1589,037270,20230426,5250,203,1065750
1590,104700,20230426,6820,149,1016180
1591,003495,20230426,28100,35,983500
1592,001880,20230426,13700,78,1068600
1593,005010,20230426,6380,153,976140
1594,000640,20230426,82900,12,994800
1595,014830,20230426,65600,13,852800
1596,005387,20230426,113000,10,1130000
1597,001130,20230426,143800,7,1006600
1598,079550,20230426,83900,14,1174600
1599,011700,20230426,6380,163,1039940
1600,002995,20230427,20750,51,1058250
1601,018250,20230427,22000,57,1254000
1602,010100,20230427,3225,389,1254525
1603,011420,20230427,2245,413,927185
1604,317400,20230427,6270,163,1022010
1605,00104K,20230427,75600,13,982800
1606,019685,20230427,1799,581,1045219
1607,271940,20230427,29750,33,981750
1608,002020,20230427,20350,51,1037850
1609,037270,20230427,5220,203,1059660
1610,104700,20230427,6850,149,1020650
1611,003495,20230427,28100,35,983500
1612,001880,20230427,13480,78,1051440
1613,005010,20230427,6500,153,994500
1614,000640,20230427,82200,12,986400
1615,014830,20230427,66000,13,858000
1616,005387,20230427,112500,10,1125000
1617,001130,20230427,143300,7,1003100
1618,079550,20230427,87100,14,1219400
1619,011700,20230427,6140,163,1000820
1620,004440,20230428,4970,209,1038730
1621,010620,20230428,73400,14,1027600
1622,016710,20230428,34050,30,1021500
1623,096770,20230428,173100,6,1038600
1624,004310,20230428,4920,212,1043040
1625,003010,20230428,6080,171,1039680
1626,034590,20230428,25750,40,1030000
1627,002780,20230428,1239,842,1043238
1628,004990,20230428,28000,37,1036000
1629,395400,20230428,4930,211,1040230
1630,081660,20230428,36650,28,1026200
1631,161000,20230428,15150,68,1030200
1632,900140,20230428,1797,580,1042260
1633,028670,20230428,5440,191,1039040
1634,129260,20230428,2390,436,1042040
1635,007120,20230428,350,2980,1043000
1636,012280,20230428,1018,1024,1042432
1637,267270,20230428,67900,15,1018500
1638,002690,20230428,2280,457,1041960
1639,009290,20230428,5770,180,1038600
1640,004440,20230502,5000,209,1045000
1641,010620,20230502,72900,14,1020600
1642,016710,20230502,30150,30,904500
1643,096770,20230502,179900,6,1079400
1644,004310,20230502,4995,212,1058940
1645,003010,20230502,6210,171,1061910
1646,034590,20230502,25800,40,1032000
1647,002780,20230502,1234,842,1039028
1648,004990,20230502,28250,37,1045250
1649,395400,20230502,4955,211,1045505
1650,081660,20230502,36700,28,1027600
1651,161000,20230502,19690,68,1338920
1652,900140,20230502,1812,580,1050960
1653,028670,20230502,5300,191,1012300
1654,129260,20230502,2435,436,1061660
1655,007120,20230502,350,2980,1043000
1656,012280,20230502,1062,1024,1087488
1657,267270,20230502,67600,15,1014000
1658,002690,20230502,2330,457,1064810
1659,009290,20230502,5780,180,1040400
1660,004440,20230503,4950,209,1034550
1661,010620,20230503,71100,14,995400
1662,016710,20230503,27850,30,835500
1663,096770,20230503,175800,6,1054800
1664,004310,20230503,5160,212,1093920
1665,003010,20230503,6410,171,1096110
1666,034590,20230503,25800,40,1032000
1667,002780,20230503,1227,842,1033134
1668,004990,20230503,28050,37,1037850
1669,395400,20230503,4965,211,1047615
1670,081660,20230503,35750,28,1001000
1671,161000,20230503,18400,68,1251200
1672,900140,20230503,1866,580,1082280
1673,028670,20230503,5120,191,977920
1674,129260,20230503,2435,436,1061660
1675,007120,20230503,350,2980,1043000
1676,012280,20230503,1043,1024,1068032
1677,267270,20230503,69000,15,1035000
1678,002690,20230503,2320,457,1060240
1679,009290,20230503,5780,180,1040400
1680,004440,20230504,4995,209,1043955
1681,010620,20230504,70200,14,982800
1682,016710,20230504,26800,30,804000
1683,096770,20230504,179000,6,1074000
1684,004310,20230504,5240,212,1110880
1685,003010,20230504,6360,171,1087560
1686,034590,20230504,25900,40,1036000
1687,002780,20230504,1230,842,1035660
1688,004990,20230504,28050,37,1037850
1689,395400,20230504,5100,211,1076100
1690,081660,20230504,36250,28,1015000
1691,161000,20230504,18170,68,1235560
1692,900140,20230504,1863,580,1080540
1693,028670,20230504,5150,191,983650
1694,129260,20230504,2475,436,1079100
1695,007120,20230504,1546,2980,4607080
1696,012280,20230504,1043,1024,1068032
1697,267270,20230504,69900,15,1048500
1698,002690,20230504,2275,457,1039675
1699,009290,20230504,5870,180,1056600
1700,004440,20230508,5140,209,1074260
1701,010620,20230508,71300,14,998200
1702,016710,20230508,26050,30,781500
1703,096770,20230508,185000,6,1110000
1704,004310,20230508,5240,212,1110880
1705,003010,20230508,6370,171,1089270
1706,034590,20230508,25950,40,1038000
1707,002780,20230508,1243,842,1046606
1708,004990,20230508,28550,37,1056350
1709,395400,20230508,5030,211,1061330
1710,081660,20230508,36800,28,1030400
1711,161000,20230508,17180,68,1168240
1712,900140,20230508,1912,580,1108960
1713,028670,20230508,5210,191,995110
1714,129260,20230508,2510,436,1094360
1715,007120,20230508,1500,2980,4470000
1716,012280,20230508,1059,1024,1084416
1717,267270,20230508,65500,15,982500
1718,002690,20230508,2310,457,1055670
1719,009290,20230508,5980,180,1076400
1720,004440,20230509,5160,209,1078440
1721,010620,20230509,72000,14,1008000
1722,016710,20230509,24600,30,738000
1723,096770,20230509,189000,6,1134000
1724,004310,20230509,5270,212,1117240
1725,003010,20230509,6250,171,1068750
1726,034590,20230509,26150,40,1046000
1727,002780,20230509,1235,842,1039870
1728,004990,20230509,28650,37,1060050
1729,395400,20230509,5040,211,1063440
1730,081660,20230509,37050,28,1037400
1731,161000,20230509,17770,68,1208360
1732,900140,20230509,1902,580,1103160
1733,028670,20230509,5130,191,979830
1734,129260,20230509,2485,436,1083460
1735,007120,20230509,1460,2980,4350800
1736,012280,20230509,1035,1024,1059840
1737,267270,20230509,65600,15,984000
1738,002690,20230509,2305,457,1053385
1739,009290,20230509,6040,180,1087200
1740,004440,20230510,5140,209,1074260
1741,010620,20230510,72000,14,1008000
1742,016710,20230510,25800,30,774000
1743,096770,20230510,180300,6,1081800
1744,004310,20230510,5150,212,1091800
1745,003010,20230510,6230,171,1065330
1746,034590,20230510,26150,40,1046000
1747,002780,20230510,1227,842,1033134
1748,004990,20230510,28450,37,1052650
1749,395400,20230510,5040,211,1063440
1750,081660,20230510,37050,28,1037400
1751,161000,20230510,21350,68,1451800
1752,900140,20230510,1919,580,1113020
1753,028670,20230510,5040,191,962640
1754,129260,20230510,2490,436,1085640
1755,007120,20230510,1450,2980,4321000
1756,012280,20230510,1055,1024,1080320
1757,267270,20230510,63100,15,946500
1758,002690,20230510,2315,457,1057955
1759,009290,20230510,6020,180,1083600
1760,004440,20230511,5140,209,1074260
1761,010620,20230511,71400,14,999600
1762,016710,20230511,24850,30,745500
1763,096770,20230511,178200,6,1069200
1764,004310,20230511,5220,212,1106640
1765,003010,20230511,6250,171,1068750
1766,034590,20230511,26250,40,1050000
1767,002780,20230511,1241,842,1044922
1768,004990,20230511,28450,37,1052650
1769,395400,20230511,5110,211,1078210
1770,081660,20230511,36550,28,1023400
1771,161000,20230511,21300,68,1448400
1772,900140,20230511,1950,580,1131000
1773,028670,20230511,5220,191,997020
1774,129260,20230511,2535,436,1105260
1775,007120,20230511,1481,2980,4413380
1776,012280,20230511,1075,1024,1100800
1777,267270,20230511,62800,15,942000
1778,002690,20230511,2345,457,1071665
1779,009290,20230511,6020,180,1083600
1780,004440,20230512,5060,209,1057540
1781,010620,20230512,69500,14,973000
1782,016710,20230512,24050,30,721500
1783,096770,20230512,177100,6,1062600
1784,004310,20230512,5040,212,1068480
1785,003010,20230512,6170,171,1055070
1786,034590,20230512,26050,40,1042000
1787,002780,20230512,1224,842,1030608
1788,004990,20230512,28250,37,1045250
1789,395400,20230512,5130,211,1082430
1790,081660,20230512,35700,28,999600
1791,161000,20230512,20500,68,1394000
1792,900140,20230512,1934,580,1121720
1793,028670,20230512,5230,191,998930
1794,129260,20230512,2525,436,1100900
1795,007120,20230512,1485,2980,4425300
1796,012280,20230512,1120,1024,1146880
1797,267270,20230512,62000,15,930000
1798,002690,20230512,2320,457,1060240
1799,009290,20230512,6020,180,1083600
1800,004440,20230515,5010,209,1047090
1801,010620,20230515,69700,14,975800
1802,016710,20230515,22950,30,688500
1803,096770,20230515,176000,6,1056000
1804,004310,20230515,4770,212,1011240
1805,003010,20230515,6190,171,1058490
1806,034590,20230515,26150,40,1046000
1807,002780,20230515,1226,842,1032292
1808,004990,20230515,30250,37,1119250
1809,395400,20230515,5100,211,1076100
1810,081660,20230515,36900,28,1033200
1811,161000,20230515,22600,68,1536800
1812,900140,20230515,1966,580,1140280
1813,028670,20230515,5110,191,976010
1814,129260,20230515,2520,436,1098720
1815,007120,20230515,1930,2980,5751400
1816,012280,20230515,1101,1024,1127424
1817,267270,20230515,62000,15,930000
1818,002690,20230515,2270,457,1037390
1819,009290,20230515,6200,180,1116000
1820,004440,20230516,5090,209,1063810
1821,010620,20230516,68900,14,964600
1822,016710,20230516,22550,30,676500
1823,096770,20230516,177000,6,1062000
1824,004310,20230516,4695,212,995340
1825,003010,20230516,6190,171,1058490
1826,034590,20230516,25950,40,1038000
1827,002780,20230516,1230,842,1035660
1828,004990,20230516,28900,37,1069300
1829,395400,20230516,5140,211,1084540
1830,081660,20230516,36700,28,1027600
1831,161000,20230516,20750,68,1411000
1832,900140,20230516,1950,580,1131000
1833,028670,20230516,5100,191,974100
1834,129260,20230516,2520,436,1098720
1835,007120,20230516,1797,2980,5355060
1836,012280,20230516,1084,1024,1110016
1837,267270,20230516,62800,15,942000
1838,002690,20230516,2245,457,1025965
1839,009290,20230516,6180,180,1112400
1840,004440,20230517,5120,209,1070080
1841,010620,20230517,67900,14,950600
1842,016710,20230517,22150,30,664500
1843,096770,20230517,182100,6,1092600
1844,004310,20230517,4780,212,1013360
1845,003010,20230517,6250,171,1068750
1846,034590,20230517,25950,40,1038000
1847,002780,20230517,1250,842,1052500
1848,004990,20230517,28750,37,1063750
1849,395400,20230517,5100,211,1076100
1850,081660,20230517,36700,28,1027600
1851,161000,20230517,20800,68,1414400
1852,900140,20230517,1910,580,1107800
1853,028670,20230517,5100,191,974100
1854,129260,20230517,2530,436,1103080
1855,007120,20230517,1743,2980,5194140
1856,012280,20230517,1120,1024,1146880
1857,267270,20230517,59000,15,885000
1858,002690,20230517,2300,457,1051100
1859,009290,20230517,6190,180,1114200
1860,004440,20230518,5160,209,1078440
1861,010620,20230518,68900,14,964600
1862,016710,20230518,21750,30,652500
1863,096770,20230518,182400,6,1094400
1864,004310,20230518,4780,212,1013360
1865,003010,20230518,6330,171,1082430
1866,034590,20230518,26250,40,1050000
1867,002780,20230518,1273,842,1071866
1868,004990,20230518,28850,37,1067450
1869,395400,20230518,5140,211,1084540
1870,081660,20230518,36400,28,1019200
1871,161000,20230518,20100,68,1366800
1872,900140,20230518,1951,580,1131580
1873,028670,20230518,5240,191,1000840
1874,129260,20230518,2605,436,1135780
1875,007120,20230518,1688,2980,5030240
1876,012280,20230518,1138,1024,1165312
1877,267270,20230518,60600,15,909000
1878,002690,20230518,2355,457,1076235
1879,009290,20230518,6460,180,1162800
1880,004440,20230519,5230,209,1093070
1881,010620,20230519,70100,14,981400
1882,016710,20230519,22100,30,663000
1883,096770,20230519,177600,6,1065600
1884,004310,20230519,4780,212,1013360
1885,003010,20230519,6520,171,1114920
1886,034590,20230519,26150,40,1046000
1887,002780,20230519,1272,842,1071024
1888,004990,20230519,29050,37,1074850
1889,395400,20230519,5170,211,1090870
1890,081660,20230519,37350,28,1045800
1891,161000,20230519,19100,68,1298800
1892,900140,20230519,1961,580,1137380
1893,028670,20230519,5210,191,995110
1894,129260,20230519,2630,436,1146680
1895,007120,20230519,1665,2980,4961700
1896,012280,20230519,1138,1024,1165312
1897,267270,20230519,60800,15,912000
1898,002690,20230519,2330,457,1064810
1899,009290,20230519,6360,180,1144800
1900,004440,20230522,5190,209,1084710
1901,010620,20230522,76900,14,1076600
1902,016710,20230522,21950,30,658500
1903,096770,20230522,180700,6,1084200
1904,004310,20230522,4780,212,1013360
1905,003010,20230522,6650,171,1137150
1906,034590,20230522,26250,40,1050000
1907,002780,20230522,1299,842,1093758
1908,004990,20230522,29000,37,1073000
1909,395400,20230522,5170,211,1090870
1910,081660,20230522,37300,28,1044400
1911,161000,20230522,19180,68,1304240
1912,900140,20230522,2100,580,1218000
1913,028670,20230522,5280,191,1008480
1914,129260,20230522,2615,436,1140140
1915,007120,20230522,1879,2980,5599420
1916,012280,20230522,1114,1024,1140736
1917,267270,20230522,62200,15,933000
1918,002690,20230522,2360,457,1078520
1919,009290,20230522,6560,180,1180800
1920,004440,20230523,5220,209,1090980
1921,010620,20230523,76100,14,1065400
1922,016710,20230523,21800,30,654000
1923,096770,20230523,184000,6,1104000
1924,004310,20230523,4780,212,1013360
1925,003010,20230523,6570,171,1123470
1926,034590,20230523,26200,40,1048000
1927,002780,20230523,1305,842,1098810
1928,004990,20230523,28850,37,1067450
1929,395400,20230523,5120,211,1080320
1930,081660,20230523,37350,28,1045800
1931,161000,20230523,19050,68,1295400
1932,900140,20230523,2065,580,1197700
1933,028670,20230523,5240,191,1000840
1934,129260,20230523,2610,436,1137960
1935,007120,20230523,1855,2980,5527900
1936,012280,20230523,1122,1024,1148928
1937,267270,20230523,61900,15,928500
1938,002690,20230523,2355,457,1076235
1939,009290,20230523,6590,180,1186200
1940,004440,20230524,5250,209,1097250
1941,010620,20230524,75600,14,1058400
1942,016710,20230524,21250,30,637500
1943,096770,20230524,183800,6,1102800
1944,004310,20230524,4780,212,1013360
1945,003010,20230524,6530,171,1116630
1946,034590,20230524,26050,40,1042000
1947,002780,20230524,1355,842,1140910
1948,004990,20230524,28900,37,1069300
1949,395400,20230524,5160,211,1088760
1950,081660,20230524,37600,28,1052800
1951,161000,20230524,17810,68,1211080
1952,900140,20230524,2070,580,1200600
1953,028670,20230524,5190,191,991290
1954,129260,20230524,2605,436,1135780
1955,007120,20230524,1799,2980,5361020
1956,012280,20230524,1105,1024,1131520
1957,267270,20230524,62500,15,937500
1958,002690,20230524,2360,457,1078520
1959,009290,20230524,6540,180,1177200
1960,004440,20230525,5230,209,1093070
1961,010620,20230525,74000,14,1036000
1962,016710,20230525,20650,30,619500
1963,096770,20230525,185700,6,1114200
1964,004310,20230525,4780,212,1013360
1965,003010,20230525,6410,171,1096110
1966,034590,20230525,26050,40,1042000
1967,002780,20230525,1328,842,1118176
1968,004990,20230525,28600,37,1058200
1969,395400,20230525,5190,211,1095090
1970,081660,20230525,36500,28,1022000
1971,161000,20230525,21100,68,1434800
1972,900140,20230525,2075,580,1203500
1973,028670,20230525,5120,191,977920
1974,129260,20230525,2585,436,1127060
1975,007120,20230525,1780,2980,5304400
1976,012280,20230525,1083,1024,1108992
1977,267270,20230525,61300,15,919500
1978,002690,20230525,2310,457,1055670
1979,009290,20230525,6480,180,1166400
1980,004440,20230526,5250,209,1097250
1981,010620,20230526,73100,14,1023400
1982,016710,20230526,19650,30,589500
1983,096770,20230526,182800,6,1096800
1984,004310,20230526,4780,212,1013360
1985,003010,20230526,6320,171,1080720
